"","RESPNO","URBRUR","REGION","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD","NOCALL_1","NOCALL_2","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3A","Q3B","Q4","Q5A","Q5B","Q6A","Q6B","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q9A","Q9B","Q10A","Q10B","Q10C","Q11","Q11OTHER","Q12","Q12OTHER","Q13A","Q13B","Q13C","Q13D","Q14","Q15","Q16","Q17A","Q17B","Q17C","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q27","Q28","Q29A","Q29B","Q29C","Q30A","Q30B","Q30C","Q30D","Q31A","Q31B","Q31C","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q44","Q45","Q46A","Q46B","Q46C","Q46D","Q47A","Q47B","Q47C","Q47D","Q47E","Q48A","Q48B","Q48C","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q52E","Q53","Q54","Q55","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q57","Q58","Q59A","Q59A1_KEN","Q59A2_KEN","Q59B","Q59C","Q59D","Q59E","Q59F","Q59F1_KEN","Q59F2_KEN","Q59G","Q59H","Q59I","Q59J","Q59K_KEN","Q59L_KEN","Q60A","Q60A1_KEN","Q60B","Q60C","Q60D","Q60E","Q60F","Q60G","Q61A","Q61B","Q61C","Q61D","Q61E","Q61F","Q62A","Q62B","Q63PT1","Q63PT1OTHER","Q63PT2","Q63PT2OTHER","Q63PT3","Q63PT3OTHER","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q65L","Q65M","Q65N","Q65O","Q65P","Q65Q_KEN","Q65R_KEN","Q66A","Q66B","Q66C","Q66D","Q66E","Q67A","Q67B","Q67C","Q67D","Q67E","Q68A","Q68B","Q68C","Q68D","Q68E","Q68F","Q69A","Q69B","Q69C","Q69D","Q69E","Q69F","Q70A","Q70B","Q70C","Q71A","Q71A1_KEN","Q71B","Q71C","Q72A","Q72B","Q72C","Q72C1_KEN","Q73A","Q73B","Q73C","Q73D","Q73E","Q74","Q75A","Q75B","Q75C","Q76A","Q76B","Q77","Q77OTHER","Q78","Q79A_KEN","Q79A_KEN_OTHER","Q79B_KEN","Q79B_KEN_OTHER","Q80A_KEN","Q80B_KEN","Q80C_KEN","Q81AA_KEN","Q81AB_KEN","Q81AC_KEN","Q81AD_KEN","Q81AE_KEN","Q81B_KEN","Q81C_KEN","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q82F_KEN","Q82G_KEN","Q82H_KEN","Q82I_KEN","Q82J_KEN","Q82K_KEN","Q82L_KEN","Q82M_KEN","Q82N_KEN","Q82O_KEN","Q83AA_KEN","Q83AB_KEN","Q83AC_KEN","Q83AD_KEN","Q83AE_KEN","Q83AF_KEN","Q83B_KEN","Q84","Q84OTHER","Q85A","Q85B","Q85C","Q86A","Q86B","Q86C","Q86D","Q86E","Q86F","Q87","Q88A","Q88B","Q88C","Q88D_KEN","Q88E_KEN","Q89A","Q89B","Q89BOTHER","Q90A","Q90B","Q90C","Q91A","Q91B","Q92","Q93A","Q93B","Q93C","Q94","Q95A","Q95B","Q96","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q116OTHER","Q117","withinwt"
"1050","KEN1050",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,6,1,2011-11-19,51000,31,303,"",1,2,4,1,1,1,2,1,2,2,2,1,3,0,0,0,0,7,4,"",1,"",4,3,2,0,1,1,1,3,4,4,4,3,1,4,4,1,4,1,0,2,2,2,0,0,1,3,1,0,0,1,0,0,0,5,2,2,3,1,1,3,4,4,1,1,4,1,2,2,1,3,5,4,4,10,7,7,3,2,6,4,4,5,1,4,4,1,2,1,2,1,1,2,1,2,1,1,2,1,3,0,1,1,4,2,2,2,2,1,2,1,1,2,2,2,3,1,2,2,3,3,1,1,2,2,1,3,1,1,2,1,1,7,1,0,1,1,3,"",16,"",1,"",1,1,1,1,1,1,3,3,3,2,1,1,3,3,1,1,3,3,4,1,2,2,2,1,1,2,1,3,3,2,1,2,3,1,2,2,2,1,2,2,1,0,0,0,3,3,1,1,0,0,3,3,0,0,1,0,1,0,1,4,1,2,2,4,"",1,4,"",9999,"",3,1,1,4,4,3,3,3,1,2,3,3,2,3,3,4,3,1,1,3,3,3,1,3,3,5,4,5,5,5,4,1,303,"",1,3,4,1,0,1,0,0,0,0,2,2,2,1,2,1,301,"",1,0,0,0,0,1,3,2,1,4,3,2,2,5,2,"",4,301,"",5,54120,52,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,2,1,1,2,1,"KEN02",24,2,2,301,"",6,0.78695021
"1051","KEN1051",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,8,1,2011-11-19,55380,41,303,"",1,2,2,2,2,2,2,1,3,3,3,0,3,0,0,0,0,7,2,"",7,"",4,4,3,0,3,2,2,4,4,4,1,2,1,2,1,1,1,2,3,3,3,2,0,0,1,2,0,1,1,1,1,0,0,1,1,2,2,1,2,1,1,1,1,5,5,1,4,4,1,1,7,6,1,10,8,9,7,2,8,4,5,5,1,1,3,1,2,1,2,0,2,2,1,1,2,2,1,0,1,2,2,2,2,2,2,2,1,2,3,3,2,1,0,0,0,3,2,1,1,1,2,1,2,1,2,1,2,1,3,2,2,1,1,0,0,0,13,"",11,"",17,"",2,3,3,2,3,3,2,3,4,3,3,2,2,2,2,3,4,3,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,0,3,3,2,2,1,1,1,9,1,9,1,7,7,3,4,4,3,1,2,1,"",1,1,"",1,"",2,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,4,5,5,4,3,2,1,4,3,2,1,1,9,9,5,1,303,"",1,4,3,1,1,1,0,1,1,1,1,1,0,1,0,1,300,"",1,1,0,0,0,1,4,4,3,5,3,3,2,3,2,"",4,300,"",9999,58020,44,2,1,"",303,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,0.78695021
"1052","KEN1052",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,7,1,2011-11-19,51120,32,303,"",1,1,1,2,2,3,3,1,2,3,3,0,3,0,0,0,0,7,2,"",1,"",4,3,1,0,3,2,3,3,4,4,1,2,4,1,1,5,1,2,2,3,3,3,0,0,1,2,0,1,1,0,1,1,0,1,1,1,3,1,3,1,3,1,2,3,1,3,2,2,2,1,5,4,1,6,99,99,99,99,99,4,4,4,1,1,2,1,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,1,1,1,1,1,1,0,3,2,2,3,2,1,1,1,1,3,2,2,1,2,1,1,0,1,0,0,16,"",11,"",17,"",2,1,1,1,1,1,2,2,2,9,1,1,9,3,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,3,3,2,0,0,1,2,2,2,2,2,1,0,1,0,3,3,1,1,2,2,1,1,9,9,9,9,9,1,4,4,3,2,2,1,"",1,3,"",6,"",2,1,1,4,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,3,303,"",0,5,1,1,1,1,0,0,0,1,3,2,1,1,3,1,301,"",1,1,0,2,0,1,4,4,4,3,3,3,1,4,1,"",4,301,"",5,54120,50,1,1,"",303,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,0.78695021
"1053","KEN1053",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,2,1,2011-11-19,50400,35,303,"",1,1,1,2,2,1,1,9,2,0,1,1,3,2,2,0,0,7,5,"",1,"",4,3,0,0,3,1,1,2,3,4,4,1,1,4,4,1,4,2,2,3,3,0,0,0,1,2,0,0,0,0,0,0,0,4,2,2,3,4,1,2,1,1,1,1,4,1,1,0,4,1,2,2,0,10,99,99,99,99,99,2,4,4,1,1,1,1,2,0,2,0,3,0,0,3,2,2,2,9,2,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,1,1,1,2,2,2,2,1,1,0,0,7,0,2,0,0,4,"",8,"",17,"",3,1,1,1,1,1,2,2,3,1,1,1,1,3,4,3,2,2,3,1,2,1,2,1,1,1,1,4,2,0,1,1,1,2,1,1,1,1,1,2,1,0,1,0,3,3,2,2,3,3,9,9,1,1,9,7,7,1,3,3,3,3,3,2,"",1,9999,"",9999,"",3,0,1,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,9,9,9,9,1,303,"",9,5,4,0,0,1,0,1,0,0,3,2,1,1,2,1,300,"",1,1,0,0,0,1,2,2,2,2,3,2,2,3,13,"",4,300,"",9999,53100,45,2,1,"",303,"",1,1,1,0,0,0,0,0,2,1,1,1,1,1,1,"KEN01",30,1,2,303,"",9,0.78695021
"1054","KEN1054",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,2,1,2011-11-19,54000,28,303,"",1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,3,0,1,7,"",1,"",4,0,0,0,3,1,1,4,4,4,4,1,1,4,4,1,4,2,2,3,3,0,0,0,1,4,0,0,0,1,0,1,0,2,2,2,3,4,1,4,1,1,1,1,4,1,2,2,4,1,6,1,1,10,99,99,99,99,99,2,4,4,1,3,3,2,2,2,2,2,3,3,0,3,0,0,0,0,2,0,0,1,3,2,3,3,3,3,9,9,0,2,0,3,0,2,3,3,3,3,1,1,2,2,3,3,3,9,0,0,2,7,0,2,0,1,17,"",8,"",4,"",2,1,1,1,1,1,3,1,3,1,1,1,1,2,4,3,9,1,4,1,1,2,2,2,1,1,2,4,2,1,0,2,2,2,2,1,1,1,1,2,1,0,1,0,3,3,2,2,9,9,9,9,1,1,9,7,7,1,3,3,3,3,3,9999,"",1,7,"",9999,"",2,1,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,303,"",0,5,4,0,0,1,1,0,0,0,3,3,3,3,3,1,301,"",1,0,0,0,0,1,2,2,2,1,3,2,2,3,2,"",4,301,"",1,56700,45,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN01",30,1,2,303,"",9,0.78695021
"1055","KEN1055",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,4,1,2011-11-19,51360,26,303,"",1,1,3,2,2,3,3,1,2,2,2,2,4,1,1,2,0,0,4,"",1,"",3,0,0,0,1,1,2,2,3,4,4,2,1,3,4,1,4,1,1,2,0,0,0,0,1,-1,1,0,0,0,0,0,0,2,2,2,3,3,1,5,1,1,1,1,3,1,2,2,2,1,6,2,1,10,7,10,8,1,10,2,4,4,2,1,1,0,2,1,2,1,3,3,0,2,0,3,3,3,2,0,0,0,2,2,2,2,1,0,9,1,1,2,1,0,0,0,2,1,3,2,1,1,2,2,2,3,2,1,1,0,1,7,7,2,0,1,4,"",13,"",17,"",2,1,1,1,1,1,1,2,1,1,1,1,2,4,3,1,1,1,4,1,1,1,2,1,1,1,1,4,2,1,1,1,1,3,1,1,1,1,2,3,2,0,1,0,3,3,2,2,3,3,4,4,1,1,0,7,7,1,4,4,4,3,3,2,"",2,1,"",7,"",2,0,1,4,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,9,3,3,3,4,4,4,3,3,3,3,3,1,303,"",9,5,4,9,9,1,0,1,0,0,1,1,0,0,1,1,300,"",1,0,0,0,0,1,2,1,0,1,3,2,1,5,2,"",4,300,"",1,54180,47,1,1,"",303,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN03",29,1,1,306,"",8,0.78695021
"1056","KEN1056",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,3,1,2011-11-19,55260,49,303,"",1,2,2,4,3,9,3,1,1,2,2,1,3,1,1,0,0,7,4,"",1,"",4,3,3,0,2,1,3,4,4,4,3,3,5,4,3,2,5,0,0,1,1,0,0,0,1,3,0,0,0,0,0,2,0,2,1,1,3,3,5,5,1,1,4,1,3,1,3,3,2,4,6,3,2,7,99,9,6,2,7,5,5,5,1,1,9,1,3,1,1,1,2,2,0,1,1,2,2,2,3,1,1,1,1,2,2,2,3,3,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,0,0,0,0,1,1,0,0,17,"",13,"",2,"",1,1,1,1,1,1,1,3,3,2,1,2,1,2,2,-1,1,3,4,1,2,1,1,2,2,2,1,3,3,1,0,0,0,1,0,2,1,0,0,1,0,1,1,0,3,3,2,2,3,3,3,9,1,1,1,1,7,1,3,3,4,1,3,3,"",1,7,"",6,"",1,0,4,4,2,2,3,4,1,2,4,4,3,3,4,5,5,3,2,4,3,4,3,4,4,5,3,3,4,4,5,2,303,"",1,5,5,1,0,1,9,1,1,0,2,2,1,1,2,1,301,"",1,0,0,0,0,1,3,1,1,2,3,2,0,4,13,"",4,301,"",19,58380,52,2,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,2,2,1,2,"KEN03",29,1,1,306,"",8,0.78695021
"1057","KEN1057",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,8,1,2011-11-20,53400,32,303,"",2,1,4,3,2,3,3,1,2,1,1,0,3,0,0,0,0,7,2,"",5,"",4,4,2,1,1,1,4,4,4,4,2,3,1,1,2,1,1,2,2,3,4,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,3,1,3,1,2,1,2,3,1,4,4,3,1,2,7,2,2,9,9,9,8,2,9,4,4,4,1,2,3,1,2,1,2,2,0,2,1,2,2,2,1,2,1,2,3,2,4,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,3,2,2,3,2,0,1,1,2,1,2,1,2,1,12,"",7,"",21,"",1,3,3,2,2,1,2,3,4,3,3,2,3,2,2,2,3,3,3,2,2,1,2,2,2,2,1,1,2,2,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,2,1,1,0,1,2,1,1,1,0,1,0,1,3,2,3,2,3,3,"",1,2,"",7,"",1,3,1,2,1,1,1,1,1,3,3,3,4,2,2,2,2,2,4,2,1,4,1,5,4,4,3,2,3,4,3,2,303,"",1,5,3,0,1,0,1,1,1,0,0,1,1,0,1,1,301,"",1,1,1,0,0,1,4,3,4,5,2,3,2,4,3,"",3,301,"",1,56220,47,1,1,"",303,"",1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,1.19152775
"1058","KEN1058",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,4,1,2011-11-20,53460,36,303,"",2,3,3,2,2,9,3,2,0,1,1,1,1,1,1,2,0,1,5,"",1,"",4,4,4,3,2,1,1,4,4,4,4,4,2,3,5,5,5,0,1,2,2,0,1,0,1,3,1,1,1,2,2,1,3,2,2,1,3,4,2,3,3,2,2,2,4,1,3,1,2,3,6,4,3,8,2,9,7,2,7,5,5,4,2,1,9,1,1,1,0,1,2,3,0,1,1,1,2,2,3,1,1,1,2,2,2,2,3,3,1,1,1,2,1,1,1,1,3,2,2,2,0,1,1,2,2,2,1,1,0,0,0,1,0,3,1,2,10,"",13,"",17,"",1,2,1,2,1,2,3,4,4,1,1,2,2,3,2,2,9,3,4,2,3,2,2,1,2,2,1,3,3,1,2,0,0,0,0,2,1,0,0,1,0,1,1,0,3,3,3,3,3,3,3,3,1,0,1,1,7,0,3,3,3,1,3,3,"",1,5,"",7,"",2,2,2,5,3,4,5,1,1,3,4,4,3,4,5,5,5,4,3,4,3,9,2,4,3,5,3,2,4,4,5,1,303,"",0,5,5,1,0,1,9,1,1,0,3,2,2,2,2,1,9998,"",1,1,1,3,3,1,4,3,3,4,2,2,3,6,2,"",4,9998,"",21,56460,50,1,1,"",1,"",1,1,2,0,0,0,0,0,0,1,1,1,2,1,2,"KEN03",29,1,1,306,"",8,1.19152775
"1059","KEN1059",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,4,1,2011-11-20,57360,29,303,"",3,2,2,4,3,2,3,9,1,2,1,1,1,1,1,0,0,7,2,"",1,"",4,3,3,0,2,1,2,4,4,4,3,3,2,3,4,1,9,1,2,2,2,0,0,0,2,2,1,0,0,0,0,0,0,2,2,2,3,3,5,5,4,2,2,2,3,2,2,2,2,4,3,1,1,6,99,10,6,2,8,5,5,3,1,1,5,1,2,1,1,0,2,2,1,0,1,1,1,0,1,0,0,1,2,2,2,2,3,2,9,1,1,2,1,1,1,3,2,2,3,3,1,1,2,2,2,2,1,1,1,0,1,0,0,2,1,1,8,"",9,"",17,"",2,1,1,1,1,1,2,3,3,2,1,2,2,2,3,3,3,2,3,2,2,1,2,1,2,2,1,5,3,2,1,0,0,0,0,1,2,0,9,2,1,1,1,0,3,3,3,3,3,3,3,9,0,0,0,7,9,0,3,3,3,1,1,4,"",1,2,"",1,"",1,1,1,4,3,4,5,4,1,2,4,4,4,4,4,4,5,3,3,3,3,4,2,4,3,5,4,3,4,4,5,2,303,"",1,3,4,1,0,1,9,1,1,0,3,2,2,2,3,1,9998,"",1,0,0,0,0,1,3,2,1,3,3,3,1,3,2,"",4,300,"",1,60240,48,2,1,"",4,"",1,4,1,0,0,0,0,0,0,2,2,1,2,1,2,"KEN03",29,1,1,306,"",8,1.19152775
"1060","KEN1060",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,7,1,2011-11-20,53820,30,303,"",2,3,4,2,1,2,2,1,1,1,1,0,2,3,3,0,0,7,2,"",4,"",4,3,1,2,2,1,3,3,4,3,3,2,1,3,5,5,1,1,1,2,3,3,3,3,1,3,0,1,1,0,0,1,0,1,1,1,2,2,3,3,1,2,4,3,1,3,2,4,4,2,3,5,1,8,8,6,7,4,9,4,4,3,3,1,3,2,1,2,1,0,1,1,0,1,1,0,1,2,2,2,3,2,3,3,2,2,1,2,1,2,1,2,3,3,1,1,2,3,2,1,1,2,2,2,2,3,2,1,1,2,1,2,1,1,0,0,17,"",13,"",9,"",1,4,4,3,3,2,2,3,4,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,2,2,2,3,3,1,2,3,2,2,1,2,3,2,1,2,2,0,0,0,2,2,3,2,2,1,1,2,1,1,9,7,1,1,2,3,2,2,1,2,"",2,3,"",7,"",3,1,3,2,1,2,3,2,1,3,2,3,3,4,3,2,2,3,4,3,2,2,3,2,2,2,2,1,2,2,2,3,303,"",1,4,2,1,1,0,1,1,1,0,2,2,2,1,2,1,301,"",1,0,0,0,0,1,3,2,1,4,3,2,2,4,1,"",4,301,"",9,56880,51,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",24,2,2,301,"",6,1.19152775
"1061","KEN1061",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-20,57480,35,303,"",2,2,3,2,2,2,2,1,2,1,2,3,4,0,0,0,0,7,2,"",5,"",4,3,3,2,1,1,4,4,4,3,3,3,4,1,3,5,1,2,1,1,2,1,1,2,1,2,0,0,0,1,0,0,0,2,2,1,2,2,2,1,3,2,3,1,5,4,3,3,2,2,6,2,0,10,99,9,8,1,8,5,5,5,5,4,1,1,2,2,2,1,3,2,1,2,0,1,1,1,2,2,2,2,3,2,2,2,3,2,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,1,1,1,2,1,3,2,2,1,2,1,0,0,16,"",17,"",11,"",1,2,2,2,1,2,2,1,2,2,3,2,3,2,3,2,3,2,1,3,2,2,3,9,2,2,3,4,3,1,1,2,3,2,1,1,1,2,1,1,1,0,0,0,3,3,2,3,1,0,1,0,1,1,9,9,1,1,3,4,3,2,1,2,"",1,2,"",5,"",3,2,1,2,2,3,2,2,1,2,3,3,3,3,4,4,4,2,3,2,2,2,1,5,4,3,3,2,2,3,2,3,303,"",0,3,1,1,1,0,9,9,1,0,2,2,1,1,0,1,301,"",1,0,0,0,0,1,4,3,1,5,3,2,2,6,1,"",4,301,"",7,60780,55,2,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",24,2,2,301,"",6,1.19152775
"1062","KEN1062",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-20,53100,28,303,"",1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,2,0,0,4,"",1,"",4,3,2,1,2,2,1,3,3,4,1,2,1,4,4,1,4,2,2,2,2,9,9,9,1,2,1,1,1,2,2,2,2,1,1,1,3,4,1,4,1,1,1,1,4,1,2,2,2,2,7,2,1,10,8,10,8,0,9,2,4,4,1,1,1,1,2,2,2,2,3,3,0,3,1,0,0,9,2,0,0,1,1,2,3,3,1,1,3,1,1,2,2,1,0,0,3,2,3,3,1,1,1,2,2,2,2,1,2,7,1,7,0,2,2,2,3,"",4,"",17,"",3,1,1,1,1,1,1,2,3,1,1,1,1,2,4,3,1,1,4,1,1,2,2,2,1,1,2,4,2,1,1,2,2,3,3,2,2,2,2,3,2,0,1,0,3,3,1,2,3,3,1,1,1,1,9,7,7,1,4,4,4,3,3,4,"",1,9999,"",7,"",2,1,1,4,3,3,4,3,1,2,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,9,4,3,3,303,"",0,3,5,0,0,1,0,1,0,0,1,1,1,1,1,1,300,"",1,0,0,2,1,1,3,2,1,4,3,2,1,6,2,"",4,300,"",1,55800,45,2,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN01",30,1,2,303,"",9,1.19152775
"1063","KEN1063",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,6,1,2011-11-20,56760,31,303,"",1,1,-1,3,3,1,1,1,1,2,2,1,3,2,1,1,0,1,3,"",1,"",4,0,0,0,1,0,2,4,4,4,3,2,1,4,1,4,4,2,2,3,3,4,4,0,1,2,1,1,0,2,1,1,0,1,1,1,3,3,1,4,1,1,1,1,3,2,2,3,1,1,6,1,0,10,5,10,7,1,10,1,4,4,2,5,5,0,0,1,2,2,3,3,0,2,3,2,3,2,3,0,0,1,1,2,3,3,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,2,0,0,7,7,2,1,2,1,"",3,"",17,"",1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,1,1,4,1,1,1,1,1,1,1,1,9,1,7,7,7,7,7,7,1,1,2,2,2,2,0,1,0,3,3,1,1,3,3,4,4,1,1,0,7,7,1,3,3,3,3,3,9999,"",5,9999,"",7,"",2,0,1,4,9,4,4,9,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,9,303,"",0,5,4,0,0,1,9,9,9,0,2,1,1,0,1,1,302,"",1,0,0,0,0,1,3,3,2,4,3,2,2,5,14,"",4,302,"",1,59580,47,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,"KEN01",30,1,2,303,"",9,1.19152775
"1064","KEN1064",2,302,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-20,57060,32,303,"",2,1,2,3,3,2,2,1,2,1,2,2,1,0,0,1,0,1,1,"",5,"",2,4,4,1,2,1,2,4,3,4,1,1,1,3,2,1,1,1,2,3,3,1,0,0,1,3,0,1,0,0,0,0,0,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,3,3,5,0,0,8,8,6,7,1,9,5,4,5,1,5,3,2,2,2,1,2,1,2,2,2,2,1,2,1,1,0,0,1,2,2,2,2,3,2,2,1,1,0,0,0,9,0,3,2,1,0,2,2,1,3,9,9,1,3,1,2,2,2,1,2,0,1,9,"",16,"",15,"",1,2,1,1,1,1,1,2,2,1,2,2,2,3,2,2,1,1,1,3,3,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,0,1,1,0,1,3,3,3,3,2,1,2,1,1,1,1,7,7,1,3,4,4,2,1,1,"",1,1,"",1,"",2,0,1,2,1,1,2,3,1,2,4,3,3,2,3,3,2,2,3,4,3,2,2,3,2,4,4,3,4,3,4,2,303,"",1,3,3,1,0,0,1,1,1,0,2,2,2,2,2,1,300,"",1,1,1,3,3,1,4,4,4,6,3,2,1,6,2,"",4,300,"",1,60180,52,2,1,"",303,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,1.19152775
"1065","KEN1065",1,302,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,7,997,997,997,997,997,1,2,4,1,2011-11-21,38760,30,303,"",1,1,2,4,4,5,5,2,1,0,2,2,2,3,0,0,3,1,7,"",1,"",4,2,1,0,2,1,3,2,2,3,4,4,1,4,4,1,1,0,2,4,3,0,0,0,5,3,1,1,1,0,0,0,0,1,1,1,1,4,4,4,4,1,1,1,4,4,3,2,3,3,99,99,99,99,99,99,99,99,99,4,4,4,4,4,4,2,2,2,2,2,9,2,0,3,3,3,3,3,1,1,1,1,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,23,"",8,"",9996,"",2,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,1,1,3,2,0,3,1,0,0,0,1,3,3,2,3,1,1,1,1,1,1,7,7,0,4,4,4,2,2,9999,"",4,9999,"",9999,"",3,0,4,4,4,4,4,4,9,3,3,3,3,1,1,1,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,1,303,"",1,3,4,0,0,0,1,1,1,0,3,1,1,1,1,1,-1,"",1,0,0,0,0,1,2,1,1,4,3,2,1,3,2,"",4,9997,"",1,42900,69,2,1,"",4,"",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN17",35,2,1,301,"",6,1.05349786
