"","RESPNO","URBRUR","REGION","COUNTY","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_FAC_F","EA_FAC_G","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD_A","EA_ROAD_B","NOCALL_1","NOCALL_1OTHER","NOCALL_2","NOCALL_2OTHER","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3","Q4A","Q4B","Q5","Q6","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9","Q10A","Q10B","Q11A","Q11B","Q12A","Q12B","Q12C","Q12D","Q12E","Q13","Q14","Q15A","Q15B","Q15C","Q16","Q17","Q18","Q19A","Q19B","Q20A","Q20B","Q20C_KEN","Q21","Q22","Q23A","Q23B","Q23C","Q23D","Q24A","Q24B","Q24C","Q24D","Q24E","Q24F","Q24G_KEN","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q26F","Q27A","Q27B","Q27C","Q27D","Q27E","Q28A","Q28B","Q28C","Q29A","Q29B","Q29C","Q29D","Q29E","Q29F","Q29G","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42A","Q42B","Q42C","Q43","Q44","Q45A","Q45B","Q45C","Q45D","Q45E","Q46","Q47A","Q47B","Q48A","Q48B","Q48C","Q48D","Q48E","Q48F","Q49","Q50","Q51A","Q51B","Q51C","Q51D","Q51E_KEN","Q52A","Q52B","Q52C","Q52D","Q52E","Q52E1_KEN","Q52F","Q52G","Q52H","Q52I","Q52J","Q52K","Q52L","Q52M_KEN","Q53A","Q53B","Q53C","Q53D","Q53D1_KEN","Q53E","Q53E1_KEN","Q53F","Q53G","Q53H","Q53I","Q53J","Q54","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55L","Q56","Q57A","Q57B","Q58","Q58OTHER","Q59A","Q59B","Q60PT1","Q60PT1OTHER","Q60PT2","Q60PT2OTHER","Q60PT3","Q60PT3OTHER","Q61A","Q61B","Q62","Q63A","Q63B","Q63C","Q63D","Q63E_KEN","Q64","Q65A","Q65B","Q65C","Q66A","Q66B","Q66C","Q66D","Q66E","Q66F","Q66G","Q66H","Q66I","Q66J","Q66K","Q66L","Q66M","Q66N_KEN","Q67A","Q67B","Q67C_KEN","Q68A","Q68B","Q68C","Q68C1_KEN","Q68D","Q69A","Q69B","Q69C","Q70A","Q70B","Q71A","Q71B","Q71BOTHER","Q72","Q73A","Q73B","Q73C","Q73D","Q73E","Q74A","Q74AOTHER","Q74B","Q74BOTHER","Q75A","Q75B","Q76","Q77","Q78","Q79A","Q79B","Q80A","Q80AOTHER","Q80B","Q81A","Q81B","Q81C","Q81D","Q81E","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q83A_KEN","Q83B_KEN","Q83C_KEN","Q83D_KEN","Q84A_KEN","Q84B_KEN","Q84C_KEN","Q84D_KEN","Q85A_KEN","Q85B_KEN","Q85C_KEN","Q85D_KEN","Q86_KEN","Q87","Q87OTHER","Q88A","Q88B","Q89A","Q89B","Q89C","Q89D","Q89E","Q90A","Q90B","Q90BOTHER","Q91A","Q91B","Q91C","Q91D","Q92A","Q92B","Q93A","Q93B","Q94","Q95","Q96A","Q96B","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q117","withinwt"
"1576","KEN1576",2,307,"Kilifi",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-26,46800,42,308,"",1,1,2,2,2,9,0,0,0,1,2,3,0,2,2,0,0,4,0,0,0,0,1,1,2,4,4,2,1,1,2,2,3,3,1,1,2,1,0,0,0,2,0,0,0,0,2,0,2,1,3,3,3,3,2,3,2,1,1,1,0,1,1,1,3,"","","",9999,9996,9996,9,3,2,1,2,4,4,2,4,2,9,9,5,5,5,1,4,0,2,0,0,0,9,2,2,2,0,9,2,2,1,3,2,1,2,1,1,0,2,1,2,2,2,2,1,1,2,3,2,3,3,2,1,2,2,1,1,2,0,1,1,0,0,1,1,1,0,1,0,4,0,7,7,7,7,7,7,7,7,7,7,"",1,1,8,"",17,"",20,"",2,9,9,1,1,1,1,1,9,4,8,1,3,2,2,1,2,3,2,3,2,1,3,3,2,3,3,3,3,3,2,3,3,4,9,9,9,4,4,1,0,"",0,7,7,7,7,7,9999,"",9996,"",2,2,2,2,9,9,9,9999,"",9,2,4,3,2,4,9,9,2,5,2,9,9,9,9,5,5,5,2,4,4,2,3,1,308,"",1,3,5,2,1,4,4,1,302,"",1,0,0,1,3,0,3,3,0,2,1,1,2,13,"",6,302,"",4,50100,55,1,1,"",4,"",3,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN09",25,1,2,302,8,0.411636869633138
"1577","KEN1577",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,4,1,2014-11-27,38340,39,308,"",1,1,1,1,2,2,2,2,2,1,2,4,0,4,4,0,0,4,4,0,0,0,0,0,4,4,4,4,1,4,2,2,3,2,1,1,2,0,0,0,0,0,0,0,0,2,3,9,2,1,3,1,3,3,3,3,3,2,0,0,0,1,1,1,2,"State of being free","","",1,9996,9996,3,4,1,4,1,4,1,1,4,1,2,3,5,5,5,1,1,1,2,1,1,1,3,1,2,1,2,2,3,0,2,0,1,3,2,2,2,3,0,0,0,0,0,1,0,1,0,1,0,3,3,2,2,3,3,3,3,3,1,3,2,1,1,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,"",1,1,1,"",23,"",13,"",1,9,5,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,3,3,3,1,1,3,4,1,1,1,1,1,1,1,1,4,3,3,3,3,4,1,0,"",0,7,7,7,7,7,7,"",17,"",3,3,1,1,4,1,1,1,"",1,2,2,3,2,4,1,1,5,5,2,3,4,2,1,1,5,5,1,5,5,1,1,2,308,"",1,3,1,2,1,4,2,1,9998,"",1,1,0,1,4,0,3,2,4,3,4,1,2,300,"African Inland Church",6,9998,"",4,42600,71,2,1,"",4,"",1,1,3,0,0,0,0,0,1,1,1,1,1,2,1,"KEN06",28,2,2,301,9,0.733002495925676
"1578","KEN1578",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,35100,81,308,"",1,1,1,2,1,1,3,4,2,0,2,3,0,0,0,0,0,4,4,0,0,0,2,1,4,4,4,4,1,4,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,9,9,7,7,3,1,3,3,3,3,2,0,0,0,0,1,1,1,2,"Togetherness","Freedom of choice","",11,1,9996,3,4,1,4,1,4,1,1,4,1,2,1,5,5,5,1,1,1,2,0,2,0,2,1,1,1,0,1,3,1,2,1,2,3,3,2,2,3,0,0,0,0,0,0,0,1,0,1,0,2,2,2,3,3,3,3,3,3,9,3,3,1,1,2,1,7,7,4,2,7,7,7,7,7,7,7,7,0,7,7,7,"",0,0,20,"",17,"",23,"",2,0,5,1,1,1,1,1,4,3,7,1,1,1,1,1,1,1,3,2,1,1,1,2,3,1,1,1,2,1,1,1,1,3,3,3,3,3,4,1,0,"",0,7,7,7,7,7,12,"",7,"",3,2,1,1,3,9,9,1,"",2,3,4,3,2,4,0,1,4,1,2,3,4,3,1,5,1,5,1,5,5,1,1,2,308,"",1,3,3,3,1,4,2,1,9998,"",1,1,0,1,4,0,2,2,4,0,10,7,2,13,"",6,9998,"",4,37800,45,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,2,1,"KEN06",28,2,2,301,9,0.733002495925676
"1579","KEN1579",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-27,34860,27,308,"",1,2,2,2,1,1,0,3,0,1,3,5,0,2,3,1,0,0,0,0,0,0,2,0,2,2,4,3,1,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,2,1,3,1,2,2,2,2,1,1,1,0,0,1,1,1,3,"","","",9999,9996,9996,9,3,2,4,2,1,1,1,4,1,9,9,3,3,3,4,3,3,3,3,3,3,2,2,3,1,1,1,1,0,2,2,1,1,2,2,2,2,0,1,9,9,1,9,1,9,0,2,0,0,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,7,7,1,-1,2,0,7,7,3,1,7,7,0,7,7,9999,"",0,0,17,"",8,"",20,"",1,9,9,1,1,1,1,1,9,8,6,1,1,1,1,1,1,1,3,2,2,1,1,3,3,2,3,2,3,2,2,4,3,9,3,3,2,9,9,1,0,"",0,7,7,7,7,7,17,"",14,"",3,3,1,4,9,3,2,2,"",2,3,5,3,9,5,1,9,9,5,3,4,4,4,2,5,1,4,3,5,5,1,1,5,308,"",1,3,3,3,1,3,4,0,9997,"",0,0,0,1,4,0,3,2,0,1,0,7,2,9995,"PEFA",3,9999,"",99,39120,71,2,1,"",4,"",1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN07",27,1,2,303,8,0.733002495925676
"1580","KEN1580",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,39540,28,308,"",1,1,2,2,1,3,0,0,1,1,1,7,0,2,2,0,0,4,3,3,3,3,2,1,3,4,4,3,3,4,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,9,7,7,3,1,3,3,3,3,1,1,1,1,0,1,1,1,1,"Having freedom","","",1,9996,9996,3,4,1,4,4,3,2,2,4,1,3,3,1,1,1,1,4,3,3,9,9,9,1,3,3,1,1,0,1,1,2,0,1,2,2,3,1,1,1,1,0,2,2,1,1,2,0,2,2,3,1,2,2,3,3,1,1,3,2,1,1,1,1,1,1,2,0,3,2,7,7,7,7,4,2,7,7,0,7,7,4,"",1,1,3,"",23,"",14,"",2,1,4,1,1,1,1,1,4,1,3,1,1,1,1,1,1,2,2,2,2,1,1,3,3,2,2,1,2,2,2,3,2,3,2,2,3,4,4,5,4,"",1,1,0,0,1,1,9,"",16,"",3,3,3,3,4,2,2,2,"",1,3,4,3,5,4,1,9,3,5,3,4,4,3,3,5,1,4,3,4,4,1,1,0,308,"",0,1,5,5,1,3,4,1,302,"",1,1,1,1,4,3,3,2,4,2,7,1,5,1,"",3,302,"",2,42900,56,1,1,"",4,"",1,1,4,0,1,0,0,0,1,1,1,1,1,1,1,"KEN07",27,1,2,303,8,0.733002495925676
"1581","KEN1581",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,4,1,2014-11-27,34800,32,308,"",1,2,2,2,2,3,2,3,2,1,3,5,0,2,2,0,0,3,1,0,0,0,0,0,3,3,3,1,1,4,0,0,3,3,1,1,1,1,0,1,0,0,0,0,0,2,1,0,1,2,3,2,3,3,2,3,2,1,1,1,1,2,1,1,3,"","","",9999,9996,9996,9,4,4,3,1,2,1,1,4,1,9,9,4,4,2,2,4,1,2,9,2,9,1,1,0,1,1,1,2,0,1,0,1,3,0,3,0,3,1,1,0,1,2,1,1,1,1,2,1,1,1,1,9,2,2,1,2,3,1,9,1,1,1,9,1,3,0,4,0,4,0,7,7,4,1,7,7,0,7,7,4,"",0,1,17,"",23,"",26,"",1,0,4,1,1,1,1,1,4,3,8,2,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,3,1,2,2,3,2,3,0,0,3,9,4,4,1,"",0,7,7,7,7,7,18,"",16,"",2,2,4,1,7,9,9,6,"",6,1,4,3,2,4,1,4,9,5,2,9,9,9,2,2,5,4,1,9,5,3,9,1,308,"",1,3,3,3,1,3,3,1,302,"",1,0,0,0,3,0,3,2,0,1,0,7,2,1,"",3,302,"",2,39600,80,2,1,"",4,"",2,3,3,0,0,0,0,0,2,1,2,1,2,2,2,"KEN08",22,1,2,301,6,0.733002495925676
"1582","KEN1582",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,40200,83,308,"",9,1,2,3,3,2,2,3,3,1,3,6,0,3,3,0,0,4,3,1,1,1,2,1,2,2,2,1,3,3,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,2,3,1,2,3,3,2,3,1,1,1,1,1,1,1,1,"Bringing people together","","",4,9996,9996,3,3,3,3,1,3,3,2,3,1,1,1,4,4,4,2,3,1,2,9,9,9,2,1,1,1,9,1,2,1,1,1,1,2,3,2,2,3,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,2,2,2,2,3,1,1,1,1,1,9,1,2,0,3,1,4,0,7,7,7,7,7,7,0,7,7,7,"",0,0,20,"",17,"",23,"",2,1,8,2,2,2,2,2,4,8,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,0,0,9,3,3,4,1,"",0,7,7,7,7,7,10,"",18,"",3,3,1,2,3,1,1,9995,"Tanzania",9,9,9,9,9,9999,1,4,2,4,2,3,3,3,2,-1,-1,4,1,4,4,2,2,1,308,"",2,3,3,2,1,3,2,1,302,"",1,0,0,1,4,1,3,2,0,0,10,4,2,1,"",0,302,"",2,44820,77,1,1,"",4,"",2,3,1,0,0,0,0,0,2,1,2,2,2,2,2,"KEN08",22,1,2,301,6,0.733002495925676
"1583","KEN1583",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,40080,37,308,"",1,1,1,2,2,9,2,2,1,2,3,3,0,2,2,1,0,4,0,0,0,0,2,1,4,4,4,3,1,1,0,0,3,3,1,1,1,1,0,1,0,2,0,0,0,0,2,0,2,1,3,3,3,3,3,3,3,1,1,0,1,1,1,1,3,"","","",9999,9996,9996,9,3,1,4,2,1,1,2,4,1,9,9,4,4,4,1,1,1,2,0,0,0,2,1,1,1,1,2,3,1,1,1,1,1,3,3,0,3,1,0,0,1,2,2,0,1,0,3,1,2,3,2,2,2,2,1,1,3,0,1,1,1,1,2,2,3,0,3,0,3,0,7,7,3,0,7,7,7,7,7,7,"",1,1,17,"",14,"",20,"",2,0,1,1,1,1,1,1,5,4,8,1,1,1,1,1,1,2,3,4,2,1,2,3,3,1,3,3,3,2,2,4,3,4,2,1,2,4,4,1,0,"",0,7,7,7,7,7,4,"",17,"",2,2,1,1,2,2,2,2,"",2,3,4,3,2,4,1,5,1,5,3,4,4,4,2,5,2,5,2,5,5,1,2,1,308,"",0,5,5,5,1,5,5,1,302,"",1,0,0,1,4,0,3,2,0,2,6,2,3,13,"",6,302,"",1,45180,85,1,1,"",4,"",3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN09",25,1,2,302,8,0.733002495925676
"1584","KEN1584",2,307,"Kilifi",1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-27,34980,28,1,"",1,1,1,2,2,4,2,2,0,0,2,3,0,2,2,1,0,0,0,0,0,0,0,0,4,4,4,4,2,4,2,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,2,0,2,1,3,1,3,3,2,3,3,1,2,0,1,1,1,1,3,"","","",9999,9996,9996,9,4,1,4,1,4,1,2,4,1,9,9,5,5,5,1,1,1,2,1,1,1,2,1,1,1,0,2,3,2,1,2,1,1,2,2,0,3,0,0,1,0,3,2,3,1,0,3,2,3,3,2,2,2,2,1,1,3,0,1,1,0,0,2,1,3,0,3,2,4,2,7,7,3,0,7,7,0,7,7,7,"",0,0,17,"",7,"",14,"",2,0,1,1,1,1,1,1,4,8,5,5,2,2,1,1,1,2,3,4,3,1,1,3,4,1,3,3,3,1,2,2,3,4,2,2,2,4,4,1,0,"",0,7,7,7,7,7,14,"",4,"",2,2,1,1,2,9,9,6,"",1,3,4,3,2,4,1,5,2,5,2,4,4,4,2,5,1,5,4,5,5,1,2,1,308,"",1,5,5,5,1,5,5,0,9997,"",-1,-1,-1,1,4,0,2,2,0,1,0,7,3,13,"",6,9997,"",8,39420,74,2,1,"",4,"",3,3,4,0,0,0,0,0,1,1,1,1,1,1,1,"KEN09",25,1,2,302,8,0.733002495925676
"1585","KEN1585",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,5,1,2014-11-27,50640,47,308,"",1,1,3,1,1,2,3,2,1,0,1,1,0,2,4,0,0,3,4,0,0,0,0,0,3,4,4,4,1,4,2,2,2,1,0,1,1,0,0,1,0,1,0,0,0,0,3,9,1,2,3,1,3,3,3,2,2,0,0,0,0,1,1,1,2,"Freedom to choose and vote","","",3,9996,9996,3,4,1,1,1,4,1,1,4,1,2,2,4,5,4,1,1,1,3,1,2,0,3,1,2,1,2,3,3,1,2,0,1,3,2,3,1,3,0,0,0,1,2,2,0,2,0,1,1,2,3,3,3,3,3,1,1,3,9,1,1,1,0,2,1,7,7,7,7,3,0,7,7,7,7,7,7,7,7,7,7,"",0,1,1,"",23,"",9996,"",1,1,4,1,1,1,2,9,5,3,4,1,1,1,2,1,1,1,2,3,2,1,1,3,3,9,3,2,3,1,1,3,3,3,3,3,3,4,4,1,0,"",0,7,7,7,7,7,12,"",14,"",3,3,1,1,3,9,9,1,"",6,9,9,3,5,4,1,1,1,5,2,4,3,2,2,1,5,5,1,1,1,3,4,1,308,"",2,5,3,2,1,4,1,0,9997,"",0,0,0,0,0,0,3,2,2,0,5,7,6,1,"",6,9997,"",4,54720,68,2,1,"",4,"",1,1,1,0,0,0,0,0,1,1,2,2,1,2,2,"KEN06",28,2,2,301,9,1.03400072413657
"1586","KEN1586",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-27,55800,30,4,"",1,1,1,3,2,1,0,0,0,0,0,7,0,2,2,0,0,4,4,2,3,3,1,1,4,4,4,4,1,4,1,0,2,2,1,1,2,0,0,0,0,0,0,0,0,2,2,9,1,2,3,1,3,3,3,3,2,0,0,0,0,1,1,1,1,"Freedom of choice","","",1,9996,9996,3,4,1,4,1,2,1,1,4,1,2,2,4,4,5,1,1,1,2,1,2,1,3,1,2,0,1,1,3,1,2,0,2,1,2,2,1,3,0,0,1,0,0,0,0,1,0,0,1,2,2,2,2,2,3,3,3,3,9,2,2,1,1,3,1,3,1,4,2,7,7,7,7,7,7,7,7,0,7,7,8,"",1,0,1,"",23,"",3,"",1,9,0,1,1,1,1,1,4,3,7,1,1,1,1,1,1,1,3,4,2,1,1,3,2,1,2,1,3,1,3,1,1,4,3,3,3,4,4,1,0,"",0,7,7,7,7,7,5,"",17,"",3,3,1,1,3,1,1,1,"",6,3,4,3,5,4,0,1,4,3,2,4,4,4,1,5,1,5,1,5,5,1,1,2,4,"",2,5,3,5,1,4,2,0,9997,"",1,1,0,1,4,3,2,2,3,2,6,2,6,18,"",6,9998,"",4,60300,75,1,3,"",4,"",1,3,4,1,0,0,0,0,1,1,1,1,1,2,2,"KEN06",28,2,2,301,9,1.03400072413657
"1587","KEN1587",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-27,50400,26,310,"",1,1,4,4,1,1,0,0,0,0,0,7,0,1,0,0,0,4,4,0,0,1,3,0,2,3,3,4,1,4,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,7,7,2,2,2,2,2,2,1,0,1,1,0,2,2,1,1,"Good leadership","","",8,9996,9996,1,1,1,4,4,3,1,1,4,1,3,2,4,4,4,1,4,9,1,1,1,1,2,3,3,1,2,0,2,1,1,0,2,3,2,1,1,9,1,0,1,2,1,1,2,2,0,2,2,1,3,0,2,2,3,1,1,3,2,9,2,9,1,9,3,7,7,7,7,4,1,7,7,3,1,7,7,0,7,7,10,"",1,1,23,"",14,"",27,"",2,9,9,1,1,1,1,1,9,3,7,1,1,1,1,2,2,2,3,3,3,1,1,4,4,3,3,3,3,2,2,2,2,9,0,1,0,1,1,5,2,"",0,7,7,7,7,7,11,"",14,"",3,3,1,1,3,0,0,1,"",1,2,4,4,5,5,0,3,9,3,3,4,3,3,2,5,5,4,2,4,4,1,1,5,310,"",3,3,4,3,1,3,4,9,9997,"",1,1,0,1,4,1,1,1,4,3,4,1,3,19,"",6,305,"",8,53940,59,2,1,"",4,"",1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN07",27,1,2,303,8,1.03400072413657
"1588","KEN1588",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,54420,32,300,"",1,4,4,3,2,4,0,0,0,0,0,7,0,1,1,0,0,4,3,4,4,4,2,1,4,4,4,3,2,1,0,0,0,1,1,7,3,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,2,2,3,1,1,1,1,0,1,1,1,1,"Working together","","",11,9996,9996,3,1,1,3,1,1,1,1,4,2,3,2,3,3,3,1,4,1,2,2,2,1,1,9,9,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,7,7,7,7,7,7,7,7,4,1,2,0,0,7,7,6,"",1,1,23,"",14,"",9,"",3,9,5,1,1,1,1,1,9,3,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,3,3,2,3,3,2,2,2,3,3,3,2,2,1,2,"",0,7,7,7,7,7,15,"",13,"",1,1,1,2,2,0,0,3,"",1,2,4,3,9,4,0,3,4,3,3,4,4,4,1,5,5,5,2,5,4,1,2,2,300,"",0,5,3,3,2,3,3,1,305,"",1,1,0,1,4,2,2,2,4,3,4,2,5,300,"African Inland Church",0,305,"",8,57840,57,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,2,2,1,1,"KEN07",27,1,2,303,8,1.03400072413657
"1589","KEN1589",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-27,56820,43,308,"",1,2,3,3,2,2,1,1,2,1,3,4,0,1,1,1,1,4,4,4,1,1,2,1,3,3,3,3,1,3,1,2,1,1,1,1,2,1,0,1,0,0,0,0,0,0,2,0,1,2,3,1,3,3,3,3,1,1,1,1,1,2,1,1,1,"Rule by the people","","",2,9996,9996,3,3,3,4,1,4,1,2,4,1,2,3,4,4,4,1,4,1,2,1,1,1,2,0,1,1,0,2,1,3,1,1,3,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,7,7,2,0,3,0,7,7,7,7,7,7,7,7,7,8,"",0,1,3,"",23,"",14,"",3,0,3,1,1,1,1,1,3,7,4,2,3,3,3,3,2,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,9,1,1,1,3,4,4,1,"",0,7,7,7,7,7,11,"",17,"",3,3,1,1,2,1,2,3,"",3,2,4,3,6,4,0,2,2,2,2,3,3,3,3,4,4,4,1,4,4,2,3,1,308,"",0,3,3,3,3,3,3,8,9997,"",1,1,1,1,4,2,2,2,4,3,7,2,6,1,"",3,9998,"",1,61980,86,1,1,"",1,"",1,1,3,0,0,0,0,0,2,1,1,1,2,2,2,"KEN08",22,1,2,301,6,1.03400072413657
"1590","KEN1590",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-27,50700,36,308,"",1,2,4,3,2,2,0,0,0,0,2,4,0,2,2,0,0,2,4,1,0,0,0,0,3,3,3,3,1,4,2,2,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,2,3,3,3,1,1,1,1,0,1,1,1,3,"","","",9999,9996,9996,9,2,2,4,2,3,2,2,3,1,9,0,4,4,4,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,1,2,0,2,0,1,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,7,7,7,7,3,1,7,7,7,7,7,7,-1,-1,-1,4,"",0,1,23,"",1,"",5,"",2,0,4,1,1,1,1,1,4,8,7,2,3,2,2,2,2,3,2,2,3,2,1,3,2,2,3,3,2,9,9,3,9,3,3,3,3,3,3,4,1,"",0,7,7,7,7,7,16,"",9996,"",1,2,4,2,7,9,9,5,"",2,2,4,3,7,4,0,9,2,4,2,3,3,3,2,2,5,9,1,4,2,1,2,1,308,"",1,3,3,3,2,3,3,0,9997,"",1,0,0,1,4,1,1,1,4,3,4,1,2,2,"",3,9998,"",1,55980,88,2,1,"",4,"",1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,"KEN08",22,1,2,301,6,1.03400072413657
"1591","KEN1591",1,307,"Kilifi",1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,5,1,2014-11-27,50880,33,308,"",1,1,1,2,1,9,0,0,0,0,0,7,0,0,0,0,0,4,3,1,3,3,0,0,4,4,4,1,1,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,2,3,1,1,1,1,1,1,1,1,3,"","","",9999,9996,9996,9,2,2,4,1,4,2,2,4,2,9,9,5,5,5,2,2,1,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",0,0,23,"",1,"",14,"",2,0,1,1,1,1,1,1,9,1,3,4,1,2,2,2,2,2,3,4,3,2,2,3,3,1,3,3,3,2,2,3,2,2,1,3,1,4,4,1,0,"",0,7,7,7,7,7,16,"",14,"",2,2,1,2,2,9,9,9999,"",9,2,4,3,5,4,1,5,1,5,2,4,4,4,2,2,4,5,2,5,5,1,1,1,308,"",1,3,5,5,1,5,5,0,9997,"",1,1,0,1,4,3,1,1,4,3,8,4,5,9,"",6,9998,"",3,54180,55,2,1,"",4,"",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN09",25,1,2,302,8,1.03400072413657
