,URBRUR,REGION,AGE,edu_attainment,occupation,gender,length_withoutfood,length_withoutcleanh20,length_withoutmeds,length_withoutfuel,length_withoutcash,frequency_sansfood,living_conditions,remittances,compare_conditions,econ_conditions,Qwelfare
734,2,301,75,0,0,1,0,0,0,0,0,7,3,0,4,4,0.5
735,2,301,25,14,1,2,0,0,0,0,0,7,5,0,4,4,0.5
736,2,301,53,5,0,1,0,0,0,0,0,7,3,0,3,4,0.5
737,2,301,60,0,0,2,2,0,3,3,4,3,2,0,2,2,0.75
738,2,301,35,12,0,1,0,3,0,0,3,5,3,0,3,3,0
739,2,301,43,12,0,1,0,0,0,0,0,7,4,0,3,2,0.5
740,2,301,24,14,0,2,0,0,3,3,2,3,2,0,2,4,0
741,2,301,34,12,0,1,0,1,0,0,2,5,1,0,4,4,0.5
742,2,301,24,12,1,2,0,0,0,0,0,7,4,0,4,3,0.5
743,2,301,35,5,0,2,0,0,0,0,0,7,4,0,4,4,0
744,2,301,32,3,0,1,1,0,0,2,3,5,1,0,1,4,0.5
745,2,301,34,5,0,2,0,0,0,0,4,6,4,0,3,4,0
746,1,301,20,14,1,2,0,0,0,0,0,7,4,0,4,3,0
747,1,301,29,8,0,1,0,0,0,0,2,3,3,0,4,4,0.5
748,1,301,27,14,1,2,0,0,1,0,0,7,4,0,4,4,0
749,1,301,29,5,1,1,0,0,0,0,0,7,5,0,3,4,0
750,1,301,19,12,1,2,0,0,0,0,0,7,3,0,4,4,0.5
751,1,301,52,12,1,1,0,0,0,0,0,7,3,0,3,4,0
752,1,301,39,5,0,2,0,2,2,3,2,2,3,0,4,1,0
753,2,303,62,3,0,1,1,2,1,0,3,4,1,0,9,2,0
754,2,303,26,3,0,1,0,0,0,0,3,4,4,0,4,4,0
755,2,303,33,14,0,2,0,0,1,0,2,2,4,0,4,3,0.5
756,2,303,24,5,0,1,1,1,1,0,1,7,4,0,2,3,0.5
757,2,303,41,8,0,2,0,2,0,0,3,4,4,0,3,3,0.5
758,2,303,21,12,1,1,1,1,0,0,2,2,4,0,4,4,0.5
759,1,303,37,14,1,2,1,1,1,0,3,2,2,0,2,1,0
760,1,303,47,14,1,1,0,0,0,0,1,7,4,0,3,3,0
761,1,303,42,16,1,2,0,0,0,3,3,3,1,1,3,1,0.5
762,1,303,48,16,1,1,0,0,0,0,1,7,4,0,3,2,0
763,1,303,35,12,0,2,0,0,0,0,0,7,2,0,2,2,0.5
764,1,303,58,14,1,2,0,0,0,0,1,7,3,0,4,2,0.5
765,1,303,52,18,1,1,0,0,0,0,0,7,4,0,3,2,0.5
766,2,303,71,16,1,1,0,0,0,0,0,7,2,0,2,4,0.5
767,2,303,47,18,1,1,0,0,0,0,1,7,4,1,3,2,0
768,2,303,54,0,0,2,2,3,3,0,3,4,2,0,2,2,0.5
769,1,303,24,8,0,1,1,3,1,0,4,5,2,0,2,2,0.5
770,1,303,22,12,0,2,1,2,2,0,4,4,2,0,9,2,0.5
771,1,303,31,16,1,2,1,0,0,1,2,3,4,0,3,3,0.5
772,1,303,53,14,1,2,0,0,1,0,2,1,2,0,3,2,0
773,1,303,39,12,1,2,0,0,0,0,2,3,4,3,4,4,0.5
774,1,303,46,3,0,2,0,0,0,0,2,4,2,0,2,2,0.5
775,1,303,29,14,1,1,0,0,0,0,1,7,4,0,4,2,0.5
776,1,303,27,5,1,2,1,0,0,1,2,4,1,0,9,2,0.5
777,1,303,34,12,0,1,0,2,3,0,0,3,3,0,4,1,0.5
778,1,303,32,5,1,2,0,0,1,0,0,7,3,0,3,2,0
779,1,303,47,3,0,1,0,0,1,1,1,7,2,0,1,1,0.75
780,1,303,38,8,0,2,1,2,1,0,0,2,2,0,3,1,0.5
781,2,303,25,5,0,2,0,0,0,0,0,7,4,0,2,2,0
782,2,303,37,5,0,1,1,3,1,2,3,6,4,0,2,2,0
783,2,303,28,5,1,1,2,0,0,0,0,-1,3,0,3,2,0.5
784,2,303,21,5,0,1,2,3,1,0,2,5,1,0,2,1,0.5
785,2,303,32,1,0,2,1,3,4,1,1,5,2,5,3,1,0
786,2,303,25,3,0,2,0,0,0,0,2,1,4,0,4,2,0.5
787,2,303,43,8,0,1,2,0,0,2,2,1,4,0,2,2,0
788,2,303,30,8,1,1,1,2,0,1,4,3,4,0,2,1,0
789,2,303,45,8,0,2,1,4,0,2,3,6,2,0,3,1,0.75
790,2,303,57,3,0,2,1,0,2,1,0,2,4,5,4,4,0.5
791,2,303,43,12,0,1,0,0,1,0,1,7,3,0,3,1,0.5
792,2,303,37,12,1,1,3,2,1,1,4,5,3,0,2,4,0
793,2,303,66,0,0,2,1,0,0,0,4,5,2,0,1,3,0
794,2,303,60,8,0,1,0,0,0,0,0,7,4,4,4,4,0.5
795,2,303,36,12,0,2,2,0,2,0,2,3,4,0,2,1,0.5
796,2,303,28,5,1,2,0,0,0,0,1,7,4,0,3,3,0.75
797,2,303,32,3,0,2,0,0,0,0,2,3,3,0,3,1,0.5
798,2,303,48,8,1,1,2,1,4,0,3,5,2,0,3,1,0.5
799,2,303,24,5,0,2,2,4,3,2,2,3,2,2,1,1,0
800,2,303,37,0,0,1,0,0,0,0,2,1,4,0,2,3,0
801,2,303,44,0,0,2,0,0,0,0,3,5,3,0,2,9,0
802,2,303,38,0,0,1,0,4,0,1,0,2,5,0,3,4,0
803,2,303,22,0,0,2,3,4,3,1,4,6,1,0,2,2,0
804,2,303,36,8,1,1,3,0,2,2,3,5,1,0,2,4,0
805,2,303,35,8,1,1,1,1,0,1,3,4,2,0,3,4,0
806,2,303,34,0,0,2,1,2,1,1,1,1,2,0,2,1,0
807,2,303,35,0,1,1,0,0,1,0,0,7,1,0,3,1,0
808,2,303,46,3,1,1,1,1,4,0,4,2,2,0,9,2,0
809,2,303,51,3,0,2,1,1,1,0,2,3,2,0,2,3,0
810,2,303,41,5,0,1,0,0,2,0,3,3,1,0,4,3,0.5
811,2,303,58,3,0,1,1,1,2,1,2,2,4,9,4,4,0.5
812,2,303,27,3,0,1,0,0,2,0,3,5,2,0,2,2,0
813,2,303,31,16,1,2,0,0,0,0,1,7,3,0,3,4,0
814,2,303,40,8,1,2,0,0,1,0,1,7,4,0,4,4,0.5
815,2,303,52,5,1,1,1,1,1,0,3,4,1,0,9,2,0
816,2,303,48,8,1,1,0,0,0,0,1,7,4,0,3,3,0
817,2,303,39,1,0,2,0,0,0,0,0,7,4,1,4,4,0
818,2,303,31,16,1,2,0,0,0,0,0,7,4,0,4,3,0
819,2,303,28,15,1,1,0,0,0,0,0,7,4,0,4,3,0.5
820,1,303,33,5,0,2,1,1,1,1,4,3,1,0,3,3,0.5
821,1,303,21,12,1,1,0,0,0,0,2,4,1,0,3,3,0
822,1,303,21,14,1,2,0,0,1,0,1,7,3,0,3,4,0
823,1,303,30,3,0,2,1,1,1,1,1,7,2,5,2,2,0
824,1,303,36,8,1,2,1,2,0,0,4,5,1,0,2,2,0
825,1,303,41,16,1,1,0,0,0,0,0,7,4,1,3,2,0
826,1,303,27,14,1,2,1,0,1,1,3,3,2,0,2,2,0
827,1,303,41,12,1,1,1,1,2,1,4,5,2,0,2,1,0.5
828,1,303,35,12,0,1,1,0,3,0,1,3,1,0,2,4,0
829,1,303,27,8,0,2,3,0,0,2,3,5,1,0,2,1,0
830,1,303,27,12,0,2,1,0,0,1,1,7,2,2,2,2,0.5
831,1,303,42,12,0,1,1,1,1,0,1,7,2,9,3,5,0
832,1,303,43,5,1,2,1,1,1,2,3,3,2,0,2,2,0
833,1,303,45,12,0,1,1,3,1,3,3,5,3,0,2,1,0.5
834,1,303,22,5,0,2,1,1,1,0,4,4,2,0,4,2,0
835,1,303,24,12,1,2,0,0,0,0,0,7,4,0,9,9,0
836,1,303,35,5,1,1,2,1,1,0,0,5,4,0,4,2,0
837,1,303,42,12,1,2,0,1,1,0,1,7,4,0,3,3,0.5
838,1,303,30,3,0,1,0,0,1,0,1,7,4,9,4,4,0.5
839,1,303,19,5,1,1,0,0,0,0,2,3,2,0,2,2,0.5
840,2,303,30,0,0,2,1,1,3,0,3,4,2,0,9,2,0
841,2,303,41,3,0,1,0,4,2,0,0,2,2,0,1,1,0.5
842,2,303,31,3,0,2,0,3,0,0,1,5,3,0,3,5,0.5
843,2,303,29,3,0,1,1,0,4,0,1,2,1,0,3,1,0.75
844,2,303,22,8,0,1,1,2,1,1,1,2,4,0,3,3,0
845,2,303,999,0,0,2,1,1,2,1,2,1,4,0,4,3,0.75
846,2,303,67,5,0,1,1,1,1,0,4,3,2,0,2,1,0
847,2,303,27,8,0,2,0,1,1,0,4,4,1,0,3,1,0.5
848,2,303,29,8,0,2,0,0,0,0,1,7,4,0,3,3,0.5
849,2,303,31,5,0,2,1,0,1,0,2,2,4,0,3,4,0
850,2,303,50,14,1,1,0,0,2,0,2,3,2,0,2,4,0.5
851,1,303,42,14,1,2,1,1,1,1,4,3,1,4,1,1,0.5
852,1,303,34,8,0,1,1,1,1,0,4,3,2,4,2,1,0.5
853,1,303,31,14,1,2,0,0,0,0,0,7,4,0,3,3,0.5
854,1,303,38,14,1,1,0,0,0,0,0,7,3,0,3,3,0.5
855,1,303,39,14,0,2,0,0,0,0,1,7,3,5,4,2,0
856,1,303,39,12,1,2,0,0,0,0,1,7,4,0,4,2,0
857,1,303,45,8,0,1,0,0,1,0,2,2,4,2,4,4,0
858,2,303,38,5,0,2,1,0,1,0,4,2,1,3,2,2,0
859,2,303,57,14,0,1,1,1,1,0,4,3,1,5,1,1,0.5
860,2,303,27,16,1,1,1,0,0,0,2,5,4,0,4,3,0
861,2,303,60,14,1,2,1,0,0,0,3,4,2,0,3,2,0.5
862,2,303,54,5,0,1,1,0,0,0,1,7,4,0,2,2,0
863,2,303,27,14,1,2,0,0,2,0,2,1,2,5,2,2,0
864,2,303,21,8,1,2,0,0,1,0,1,7,4,0,4,4,0.5
865,2,303,39,8,0,1,0,0,0,0,2,2,4,0,3,3,0
866,2,303,54,3,0,1,1,1,1,0,4,3,2,0,2,2,0.5
867,2,303,26,3,0,1,2,2,2,0,3,5,4,0,2,2,0
868,2,303,32,5,0,2,3,0,0,0,3,5,2,0,1,2,0.5
869,2,303,69,3,0,1,0,0,0,0,1,7,4,0,4,2,0.5
870,2,303,44,5,0,2,0,0,0,0,0,7,4,0,3,3,0.5
871,2,303,26,0,0,2,1,2,0,0,3,6,1,0,1,4,0
872,2,303,55,5,0,1,0,0,1,0,3,4,2,0,2,2,0.5
873,2,303,40,12,1,2,0,0,1,0,3,4,2,0,3,2,0
874,2,303,25,12,1,1,1,0,1,1,3,3,2,0,2,2,0.75
875,2,303,28,5,1,2,0,0,0,0,0,7,4,0,3,3,0.5
876,2,303,38,14,1,2,0,0,0,0,0,7,4,0,4,3,0
877,2,303,19,3,0,1,3,0,0,0,1,-1,4,0,4,3,0
878,2,303,30,14,1,2,0,0,0,0,0,7,4,0,3,5,0
879,2,303,46,16,1,1,0,0,0,0,1,7,4,0,4,4,0.5
880,2,303,46,12,0,1,0,1,0,0,4,3,3,2,1,4,0.5
881,2,303,24,3,0,2,1,0,1,0,4,3,2,0,2,2,0
882,2,303,25,3,0,2,0,0,0,0,0,7,3,0,2,3,0.5
883,2,303,71,3,0,1,0,0,0,0,2,3,4,0,3,3,0.5
884,2,303,34,5,0,1,0,0,0,0,1,7,4,0,2,3,0.5
885,2,303,69,3,0,2,0,0,0,0,1,7,4,0,2,2,0.5
886,2,303,31,5,0,2,0,0,0,0,1,7,4,0,4,4,0.5
887,2,303,62,3,1,1,0,0,0,0,0,7,4,0,4,4,0
888,1,303,27,12,0,2,1,1,1,0,4,3,2,0,2,2,0
889,1,303,37,5,1,1,1,1,1,1,4,3,2,0,3,2,0.5
890,1,303,38,5,0,2,1,1,0,1,3,3,2,0,2,2,0
891,1,303,32,5,0,1,1,2,3,2,1,4,4,0,2,2,0
892,1,303,30,5,0,2,0,0,0,0,1,7,2,0,3,2,0.5
893,1,303,41,12,0,1,0,0,0,0,1,7,3,0,2,2,0.5
894,1,303,29,5,0,2,1,1,0,1,4,6,2,0,3,3,0
895,1,303,42,8,1,1,2,2,2,2,3,5,2,1,2,1,0.5
896,1,303,34,3,0,2,2,1,1,1,4,3,1,0,1,1,0.5
897,1,303,39,12,1,1,1,1,1,1,3,3,1,5,2,2,0.5
898,1,303,21,12,0,1,2,2,0,2,3,4,2,0,3,1,0.5
899,1,303,29,12,0,2,0,0,0,1,2,3,4,0,2,2,0.5
900,1,303,36,5,0,1,1,0,1,1,1,7,2,0,3,4,0
901,1,303,46,12,0,2,0,0,0,0,1,7,2,5,2,1,0.75
902,1,303,44,5,0,2,2,2,2,1,4,6,2,0,2,2,0.75
903,1,303,21,12,1,1,1,1,1,0,2,5,2,0,2,2,0.75
904,2,303,21,12,1,1,0,0,0,0,3,3,2,0,3,2,0.5
905,2,303,36,8,0,2,1,1,1,0,4,3,2,0,2,2,0.5
906,2,303,23,3,0,1,0,0,0,1,1,7,3,1,2,4,0.5
907,2,303,28,12,1,2,0,0,0,0,2,4,3,0,4,3,0.25
908,2,303,56,12,0,2,0,0,0,0,1,7,2,0,2,2,0.5
909,2,303,22,14,1,2,0,0,0,0,0,7,4,0,4,3,0
910,2,303,32,5,0,1,0,0,1,0,2,2,4,0,3,4,0.5
911,2,303,51,8,0,1,1,1,1,0,4,3,2,0,1,2,0.5
912,2,303,45,3,0,2,1,1,1,0,4,4,1,0,2,2,0.5
913,2,303,71,5,0,1,0,0,1,0,2,3,2,0,4,2,0
914,2,303,26,5,0,2,1,3,3,0,1,3,1,0,5,1,0.75
915,2,303,39,14,1,1,0,0,0,0,1,7,1,5,4,2,0.75
916,2,303,26,12,0,2,1,1,1,1,2,2,2,0,3,2,0.5
917,2,303,31,14,1,1,0,0,0,0,1,7,4,0,3,4,0.5
918,2,303,34,3,0,2,0,0,0,0,1,7,2,0,3,2,0.25
919,2,303,29,12,1,1,1,0,1,0,4,3,1,0,1,1,0.5
920,2,303,39,14,1,2,1,1,1,0,3,4,2,0,4,2,0
921,2,303,31,14,1,1,0,0,0,0,3,5,3,0,3,4,0
922,2,303,50,12,0,2,0,0,0,1,2,4,3,0,3,2,0.75
923,2,303,33,5,0,1,0,0,0,0,2,2,2,0,3,2,0
924,2,303,58,14,0,2,0,0,0,0,0,7,2,0,3,2,0.5
925,2,303,46,16,1,1,0,0,0,0,0,7,4,0,4,4,0.5
926,2,303,33,12,0,2,0,0,0,0,1,7,5,0,4,4,0.5
927,2,303,56,12,0,1,1,1,1,0,3,4,1,0,2,2,0
928,2,303,45,0,0,2,1,0,1,0,4,3,2,0,2,2,0.75
929,2,303,64,5,0,2,1,1,0,0,3,4,2,0,2,2,0
930,2,303,42,0,0,1,1,0,1,0,2,4,2,0,2,2,0
931,2,303,20,8,0,1,0,0,0,0,0,7,4,0,4,4,0
932,2,303,54,3,0,2,0,0,0,0,1,7,4,0,4,4,0
933,2,303,46,3,0,2,0,0,0,0,1,7,4,0,4,4,0
934,2,303,47,8,1,1,0,0,0,0,0,7,4,0,4,3,0
935,1,303,28,14,1,2,1,0,1,0,3,4,1,0,2,2,0.5
936,1,303,42,12,1,1,1,1,1,0,3,4,2,0,3,2,0
937,1,303,26,12,0,2,1,1,0,1,3,3,4,0,2,2,0.75
938,1,303,22,3,0,2,0,0,0,0,1,7,2,0,2,1,0
939,1,303,49,16,1,2,0,2,0,0,1,3,2,0,3,4,0
940,1,303,35,16,1,1,0,0,0,0,0,7,4,0,4,4,0
941,2,303,65,0,0,2,1,3,1,0,2,4,3,0,3,5,0
942,2,303,35,0,0,1,2,0,2,0,3,3,2,0,1,1,0
943,2,303,47,12,0,2,0,0,2,0,2,3,4,0,4,2,0
944,2,303,32,16,1,1,0,1,0,0,1,7,4,0,4,4,0
945,2,303,39,3,0,2,0,0,0,0,1,7,4,0,5,4,0
946,2,303,25,12,0,2,0,0,2,0,1,2,4,0,4,2,0
947,2,303,30,12,0,2,1,0,1,0,2,2,2,0,3,2,0
948,1,303,29,5,0,1,0,0,0,0,0,7,2,2,2,1,0
949,1,303,36,14,1,1,2,1,1,0,3,4,2,0,9,2,0.5
950,1,303,29,14,1,2,1,0,1,0,2,3,4,0,2,2,0.5
951,1,303,24,5,0,2,0,0,1,1,2,3,3,0,3,2,0.25
952,1,303,32,16,1,1,0,1,0,0,1,7,2,1,2,1,0.5
953,1,303,27,5,0,2,1,3,1,1,3,3,1,0,1,2,0
954,2,303,47,8,0,1,0,0,0,0,0,7,5,0,4,4,0
955,2,303,31,12,0,2,0,0,0,0,0,7,3,0,4,2,0
956,2,303,32,3,0,2,0,1,1,0,2,3,4,0,4,4,0
957,2,303,25,3,0,1,0,2,1,0,2,2,4,0,4,2,0.5
958,2,303,29,8,0,2,0,1,0,0,2,3,4,0,3,2,0
959,2,303,32,14,1,1,0,0,0,0,1,7,3,0,4,2,0.5
960,2,303,47,1,0,1,0,1,2,0,2,3,3,0,3,3,0.5
961,1,303,24,12,0,1,1,0,0,0,1,7,4,2,4,4,0
962,1,303,45,3,0,2,0,2,1,0,2,3,4,0,4,4,0
963,1,303,29,14,0,1,0,0,1,1,2,2,3,0,3,2,0
964,1,303,33,8,1,2,1,0,0,1,2,3,3,0,2,4,0
965,1,303,29,12,0,2,0,1,2,0,2,3,4,4,3,3,0.5
966,1,303,35,14,0,1,0,0,2,3,0,3,3,0,4,3,0
967,2,303,28,14,0,1,1,3,2,0,3,5,3,0,3,2,0
968,2,303,38,5,0,2,1,3,2,0,3,3,3,0,4,3,0
969,2,303,41,3,0,2,0,2,3,0,3,3,4,0,4,2,0
970,2,303,24,12,1,1,0,3,2,0,2,4,4,0,3,1,0.5
971,2,303,37,12,1,1,0,1,0,0,0,7,4,0,4,4,0.5
972,2,303,24,16,1,2,0,2,0,0,2,3,2,0,2,2,0.75
973,2,303,27,5,0,2,0,2,2,1,1,5,5,0,4,2,0.5
974,2,303,27,3,0,1,1,0,2,0,3,1,1,0,2,1,0.5
975,2,303,25,14,1,2,0,1,0,0,1,7,4,0,3,4,0.5
976,2,303,28,12,1,1,0,1,1,0,3,5,4,0,3,4,0.5
977,2,303,22,14,1,2,0,0,0,0,0,7,3,0,4,4,0.5
978,2,303,28,12,0,1,0,0,1,0,2,3,3,0,4,4,0
979,2,303,33,3,0,2,0,1,2,0,3,3,4,0,4,4,0.5
980,2,303,24,14,0,2,0,2,0,0,2,4,4,0,4,4,0
981,2,303,61,3,0,1,0,2,1,0,2,5,4,0,3,3,0.5
982,2,303,22,12,1,1,1,1,1,2,2,4,4,0,4,5,0.5
983,2,303,34,12,0,2,0,0,0,0,0,7,3,0,3,5,0.5
984,2,303,38,3,0,2,1,0,1,0,2,3,3,0,4,3,0
985,2,303,40,12,0,1,1,0,1,0,2,3,4,0,4,5,0.5
986,2,303,40,5,0,1,0,2,1,0,3,4,2,0,2,4,0.5
987,2,303,22,3,0,2,0,2,1,0,3,4,2,0,2,4,0
988,2,303,36,12,0,2,0,1,0,1,2,2,4,0,3,4,0
989,2,303,41,12,0,1,0,0,0,1,1,7,4,0,4,4,0.5
990,2,303,21,12,0,1,1,0,1,1,1,7,4,0,4,1,0.5
991,2,303,41,5,0,2,0,0,0,0,0,7,5,0,4,2,0.75
992,2,303,27,12,0,2,0,0,1,0,2,2,4,0,4,4,0
993,2,303,34,14,1,1,1,0,1,0,2,1,3,0,4,3,0.5
994,2,303,31,16,1,1,0,0,0,0,2,5,4,0,4,4,0.5
995,2,303,30,16,0,2,0,0,0,0,2,5,4,0,4,4,0.5
996,1,303,36,3,0,2,2,1,2,0,3,5,3,0,2,3,0
997,1,303,30,5,1,1,1,1,0,0,2,3,2,0,2,4,0
998,1,303,54,3,0,1,0,0,0,0,0,7,4,0,3,4,0
999,1,303,25,3,0,2,0,0,1,0,0,7,4,4,4,4,0
1000,1,303,47,3,0,2,2,0,2,0,3,4,3,0,3,4,0
1001,1,303,31,14,0,1,1,0,2,0,2,3,2,0,3,3,0
1002,1,303,42,14,1,2,0,0,0,0,1,7,4,0,5,5,0.25
1003,2,303,34,3,0,2,1,2,3,1,3,5,1,0,3,2,0
1004,2,303,40,12,0,1,0,0,0,0,2,3,2,0,2,2,0
1005,2,303,65,3,0,1,0,0,0,0,0,7,4,0,3,1,0
1006,2,303,45,5,0,2,0,0,0,0,0,7,4,0,3,1,0.5
1007,2,303,25,3,0,2,0,0,1,0,2,3,3,0,4,4,0.5
1008,2,303,37,12,0,1,0,0,0,0,2,4,4,0,9,3,0
1009,2,303,42,8,0,1,0,3,2,0,2,3,4,0,4,5,0.5
1010,2,303,30,3,0,1,3,2,1,1,3,3,2,0,2,1,0.5
1011,2,303,25,5,0,2,1,0,0,0,2,4,4,0,3,2,0.5
1012,2,303,36,8,0,2,0,0,0,0,0,7,5,0,4,4,0
1013,2,303,40,12,1,1,0,0,0,0,0,7,5,1,3,4,0.5
1014,2,303,36,3,0,2,2,0,1,0,3,4,4,0,3,2,0.5
1015,2,303,38,5,1,1,0,0,1,0,2,3,3,0,4,3,0
1016,2,303,41,8,0,2,1,0,1,0,2,2,2,0,2,2,0
1017,2,303,47,5,0,1,1,0,1,0,4,4,2,0,3,2,0
1018,2,303,49,12,1,2,0,0,0,0,1,7,4,0,3,2,0.5
1019,2,303,26,5,0,1,1,0,1,0,1,7,1,0,3,2,0
1020,2,303,58,0,0,2,1,1,1,0,2,4,2,0,2,2,0
1021,2,303,42,14,1,2,0,1,0,1,3,4,3,0,2,2,0.5
1022,2,303,30,8,1,1,0,1,0,0,3,4,3,0,3,4,0
1023,2,303,31,5,0,1,0,0,0,0,4,5,2,0,9,2,0.5
1024,2,303,21,3,0,2,1,0,1,0,4,4,1,0,2,2,0
1025,2,303,31,14,0,1,0,1,2,0,2,2,2,0,2,2,0
1026,2,303,41,3,0,2,1,0,1,0,2,4,1,0,2,2,0
1027,2,303,28,14,1,2,0,2,1,0,3,4,2,0,2,1,0
1028,2,303,34,8,1,1,2,0,0,0,3,4,3,0,2,2,0
1029,2,303,31,3,1,2,0,2,2,1,3,3,4,0,3,4,0.5
1030,2,303,26,3,0,1,1,3,1,0,2,5,3,0,2,2,0
1031,2,303,35,3,0,1,2,1,2,0,3,4,4,0,2,3,0.5
1032,2,303,27,8,0,2,1,0,2,0,2,3,3,0,3,4,0
1033,2,303,35,5,0,1,0,0,1,0,0,7,1,0,1,2,0.5
1034,2,303,22,5,0,2,0,0,0,0,0,7,1,0,1,2,0
1035,2,303,36,3,0,2,1,1,2,0,3,3,1,0,4,4,0
1036,2,303,41,3,1,1,0,2,2,0,3,5,2,0,2,5,0.5
1037,2,303,42,5,0,1,1,0,0,0,3,3,2,0,2,2,0
1038,2,303,62,3,0,2,2,0,1,1,2,4,3,0,3,9,0.75
1039,2,303,18,12,0,1,0,0,0,0,0,7,5,0,5,5,0.75
1040,2,303,26,14,0,1,0,0,2,0,2,3,3,0,3,3,0.5
1041,2,303,27,12,0,2,0,0,3,0,3,4,4,0,4,4,0
1042,2,303,32,3,0,2,1,2,1,0,2,3,3,0,2,4,0
1043,2,303,45,5,0,1,0,1,0,0,1,7,3,1,2,4,0
1044,2,303,38,0,0,2,2,1,3,0,3,4,3,0,1,4,0
1045,2,303,41,0,0,1,3,0,1,0,3,3,1,0,2,2,0
1046,2,303,56,0,0,1,3,4,3,0,3,5,1,0,1,4,0.5
1047,2,303,24,0,0,2,2,4,3,0,4,3,2,0,1,4,0.5
1048,2,303,36,5,0,1,1,0,1,0,2,3,3,0,3,3,0.5
1049,2,303,40,3,0,2,3,1,0,0,3,3,3,0,3,2,0
1050,2,303,24,5,0,1,0,0,0,0,0,7,3,0,4,4,0.5
1051,2,303,38,3,0,2,2,0,0,0,2,3,3,0,1,4,0.5
1052,2,303,38,12,0,1,1,0,1,0,2,4,4,0,3,3,0.5
1053,2,303,28,5,0,2,1,0,0,0,2,3,3,0,4,4,0.25
1054,2,303,49,3,0,2,3,2,3,3,3,4,2,0,1,3,0.5
1055,2,303,51,12,1,1,0,3,2,0,0,2,2,0,2,4,0
1056,2,303,19,12,0,1,0,0,0,0,0,7,3,0,4,4,0.5
1057,2,303,39,5,0,2,0,0,0,0,2,3,2,0,4,2,0.75
1058,2,303,35,5,0,2,0,0,0,0,0,7,4,0,3,4,0.5
1059,2,303,35,0,0,1,0,0,0,0,0,7,2,0,4,4,0.5
1060,2,303,38,3,0,2,0,0,0,0,2,2,2,0,4,9,0
1061,2,303,40,12,0,1,0,0,0,0,2,3,4,0,4,4,0.5
1062,2,303,30,5,0,1,0,0,0,0,1,7,2,0,2,2,0.5
1063,2,303,23,12,0,2,0,0,0,1,2,4,4,0,4,2,0.75
1064,1,303,28,12,1,2,0,0,0,0,0,7,3,0,3,4,0.5
1065,1,303,33,12,0,1,0,1,0,1,3,5,1,0,3,1,0
1066,1,303,25,12,1,1,2,2,0,0,2,3,2,0,2,4,0
1067,1,303,35,8,0,2,1,2,1,1,2,3,2,0,1,1,0
1068,1,303,24,12,0,2,0,0,0,0,0,7,3,5,4,4,0
1069,1,303,40,14,1,1,0,1,2,1,2,1,2,0,1,5,0
1070,1,303,38,14,0,1,0,2,0,0,2,4,4,0,4,4,0
1071,1,303,21,8,0,2,0,1,0,0,2,2,3,0,5,4,0.5
1072,2,303,22,3,0,2,2,3,3,0,3,5,3,0,2,3,0
1073,2,303,28,5,0,1,2,3,3,0,3,5,3,0,3,4,0
1074,2,303,40,5,0,1,2,4,3,0,4,1,3,0,4,3,0.5
1075,2,303,19,0,0,2,4,4,4,0,4,5,1,0,2,9,0
1076,2,303,22,3,0,1,3,3,2,0,3,5,1,0,1,3,0
1077,2,303,22,0,0,2,3,4,9,1,4,5,1,0,1,1,0.5
1078,2,303,56,0,0,1,3,4,4,1,4,6,1,0,1,1,0
1079,2,303,35,12,0,1,0,2,2,1,2,5,3,0,4,2,0.5
1080,2,303,31,12,1,2,2,2,2,0,3,5,3,0,3,2,0.5
1081,2,303,44,8,0,1,1,3,2,1,4,5,2,0,3,2,0.5
1082,2,303,26,12,1,2,0,0,9,0,0,7,3,0,4,2,0
1083,2,303,31,12,0,1,1,2,2,0,3,2,1,0,2,3,0
1084,2,303,24,12,0,2,1,2,1,0,2,2,4,0,4,2,0
1085,2,303,26,5,0,2,0,1,1,0,2,4,3,0,3,4,0
1086,1,303,39,12,0,2,0,0,0,0,1,7,4,0,4,4,0
1087,1,303,28,12,0,2,0,0,0,0,0,7,2,4,4,3,0.5
1088,1,303,25,14,1,1,0,0,0,0,0,7,4,3,4,2,0.75
1089,1,303,26,14,1,2,0,0,1,0,2,4,3,0,4,4,0
1090,1,303,38,12,0,1,1,1,1,0,2,4,2,0,2,2,0.5
1091,1,303,21,12,1,2,0,2,0,0,1,5,2,0,4,4,0
1092,1,303,28,12,1,1,1,3,3,0,3,4,1,0,1,2,0.5
1093,2,303,40,5,0,2,0,1,0,3,3,4,2,0,2,2,0
1094,2,303,32,14,1,1,0,0,0,1,2,5,3,0,4,4,0.5
1095,2,303,25,5,0,2,0,2,0,0,2,3,4,0,2,4,0.5
1096,2,303,28,12,1,1,0,0,0,0,0,7,4,0,2,4,0.75
1097,2,303,33,14,1,1,1,0,3,0,2,3,3,4,9,3,0.5
1098,2,303,26,5,0,2,0,0,1,0,2,3,1,0,2,2,0
1099,2,303,33,8,0,2,3,4,0,3,4,5,1,0,1,1,0.5
1100,1,303,22,3,0,2,3,0,0,0,2,2,4,0,4,3,0.5
1101,1,303,42,3,0,1,2,0,1,2,3,5,2,0,2,1,0.5
1102,1,303,37,12,1,1,1,1,2,0,2,3,3,0,3,3,0.75
1103,1,303,37,5,0,2,0,2,0,0,2,4,2,0,3,4,0.75
1104,1,303,51,8,0,2,0,1,1,0,2,2,4,0,3,2,0.5
