,URBRUR,REGION,AGE,edu_attainment,occupation,gender,length_withoutfood,length_withoutcleanh20,length_withoutmeds,length_withoutfuel,length_withoutcash,frequency_sansfood,living_conditions,remittances,compare_conditions,econ_conditions,Qwelfare
362,1,304,20,12,1,1,0,0,0,0,1,7,3,0,4,3,0.5
363,1,304,29,3,0,2,3,1,0,0,2,5,1,0,1,1,0.5
364,1,304,32,5,0,2,0,0,0,1,2,4,3,0,3,4,0
365,1,304,52,12,0,1,0,0,1,0,2,4,1,0,4,4,0.5
366,1,304,58,5,0,1,1,0,1,1,2,3,2,0,3,4,0.5
367,1,304,40,3,0,2,1,0,2,1,2,3,1,0,1,2,0.75
368,2,304,28,12,0,2,0,0,0,0,0,7,4,0,4,3,0.5
369,2,304,23,16,1,1,0,0,0,0,3,3,3,0,9,3,0.5
370,2,304,65,3,0,2,2,0,1,0,2,3,1,0,2,1,0.25
371,2,304,36,12,1,1,0,0,0,0,1,7,3,0,4,1,0.5
372,2,304,47,12,0,1,1,0,1,0,1,7,2,0,4,4,0.25
373,2,304,35,8,0,2,1,1,1,0,2,3,3,0,4,4,0
374,2,304,31,8,0,1,1,1,0,0,2,3,2,0,2,1,0
375,2,304,50,16,1,2,0,0,0,0,1,7,4,0,4,2,0
376,2,304,42,0,0,2,2,0,1,0,2,5,1,0,1,1,0.5
377,2,304,24,8,0,1,1,0,0,0,2,5,2,0,2,2,0.5
378,2,304,45,3,0,1,2,2,2,0,2,5,2,0,2,3,0.5
379,2,304,35,5,0,1,2,1,2,0,2,4,2,0,3,2,0.5
380,2,304,32,3,0,2,1,0,2,1,2,5,2,0,2,2,0.5
381,2,304,61,5,0,1,1,0,2,0,2,4,1,0,2,1,0.75
382,2,304,54,0,0,2,0,1,1,0,2,3,2,0,3,3,0.75
383,2,304,35,14,0,2,0,2,0,0,2,5,3,0,9,2,0.5
384,2,304,60,12,0,1,0,3,0,0,0,5,4,0,4,1,0.5
385,2,304,22,8,0,2,1,0,1,1,2,3,2,0,2,3,0.5
386,2,304,23,8,0,2,0,0,0,0,1,7,3,0,4,4,0.75
387,2,304,28,5,0,1,0,0,0,0,2,4,2,0,2,4,0.75
388,2,304,20,12,0,2,0,0,0,0,2,3,5,0,3,3,0.75
389,1,304,77,8,1,1,1,1,2,0,2,2,2,0,3,1,0.5
390,1,304,46,3,0,2,1,1,2,0,2,3,2,0,2,2,0
391,1,304,30,12,0,1,1,0,0,2,1,4,4,0,4,2,0.75
392,1,304,38,3,0,2,1,0,0,0,2,5,4,0,3,1,0.5
393,1,304,32,12,0,1,0,0,0,0,0,7,4,0,3,2,0.75
394,1,304,75,3,0,2,2,3,3,3,4,5,1,0,1,2,0.75
395,2,304,30,14,1,1,0,0,0,0,0,7,4,0,5,2,0.75
396,2,304,58,0,0,2,1,0,0,2,2,5,4,0,4,2,0.75
397,2,304,38,5,0,1,2,0,1,0,1,4,1,0,2,1,0.75
398,2,304,50,3,0,2,1,0,2,0,2,4,2,0,3,3,0.75
399,2,304,64,3,0,2,2,0,0,0,2,2,1,0,4,1,0.75
400,2,304,70,3,0,1,1,0,0,0,2,2,1,0,2,4,0.5
401,2,304,61,3,0,2,1,0,2,0,1,3,2,0,2,9,0.75
402,2,304,43,5,0,2,2,0,1,2,2,4,2,0,4,2,0.75
403,2,304,23,5,0,1,0,2,2,0,1,4,4,0,4,2,0.5
404,2,304,49,8,0,1,2,0,2,0,0,3,1,2,2,1,0
405,2,304,45,3,0,2,1,1,1,0,1,7,2,0,4,1,0
406,2,304,65,0,0,2,2,0,2,1,2,3,4,0,4,3,0.5
407,2,304,30,3,0,1,1,0,2,0,2,5,2,0,2,2,0.5
408,2,304,32,5,0,2,1,0,1,0,2,3,1,0,3,2,0
409,2,304,52,5,1,1,1,0,1,0,2,3,2,0,2,4,0.5
410,2,304,80,3,0,1,1,0,0,0,1,7,2,0,3,2,0
411,2,304,40,5,0,2,1,0,2,0,2,3,3,0,4,2,0.5
412,2,304,37,3,0,2,2,2,2,0,3,3,1,0,2,1,0
413,2,304,56,5,0,1,1,1,2,0,1,3,4,0,4,2,0
414,2,304,58,3,0,2,1,2,2,0,2,5,1,0,3,2,0.5
415,2,304,31,12,0,1,2,0,1,0,2,5,1,0,2,3,0
416,2,304,48,3,0,2,1,1,2,0,3,5,1,0,2,3,0
417,2,304,25,8,0,1,1,0,1,0,1,7,4,0,5,1,0.5
418,2,304,37,12,1,2,0,0,1,0,1,7,2,0,4,2,0
419,2,304,40,5,1,1,1,1,2,0,2,3,2,0,3,2,0.5
420,2,304,78,3,0,1,2,2,1,3,0,5,2,0,3,3,0
421,2,304,38,NA,0,2,1,2,2,0,3,5,1,0,2,2,0.5
422,2,304,36,3,0,2,1,2,3,0,3,5,2,0,3,1,0.5
423,2,304,70,5,0,1,1,1,2,0,2,3,1,0,3,3,0.5
424,2,304,35,8,0,1,1,2,0,0,1,5,4,0,5,2,0
425,2,304,54,8,0,2,2,3,0,0,2,5,2,0,3,2,0
426,2,304,79,14,1,1,1,1,0,0,0,7,1,0,2,2,0.5
427,2,304,42,3,0,2,1,1,2,0,1,3,1,0,2,1,0
428,2,304,35,5,0,2,1,2,0,0,1,4,1,0,2,1,0.5
429,2,304,21,5,0,2,1,3,1,0,2,5,3,0,3,3,0
430,2,304,62,12,0,1,1,4,1,0,2,3,2,0,1,2,0.5
431,2,304,22,3,0,2,2,0,0,1,0,2,2,1,2,9,0.25
432,2,304,66,0,0,1,1,1,1,2,0,3,1,5,2,1,0
433,2,304,44,3,0,1,1,2,0,2,3,3,2,0,4,2,0
434,2,304,44,3,0,2,1,0,1,0,0,7,2,0,3,2,0.5
435,2,304,56,3,0,1,0,0,1,0,2,5,1,5,1,2,0
436,1,304,63,3,0,1,0,0,0,0,1,7,3,0,1,1,0.75
437,1,304,32,5,0,2,0,0,0,0,1,7,4,0,4,1,0.75
438,1,304,23,12,1,1,1,0,0,0,1,7,1,0,2,1,0.75
439,1,304,33,5,0,1,2,2,1,3,4,1,2,1,2,1,0.75
440,1,304,20,5,1,2,2,2,2,2,2,5,2,0,2,2,0.5
441,1,304,22,12,0,1,1,1,1,1,2,3,2,0,3,2,0.5
442,1,304,31,14,1,2,0,2,1,1,2,3,2,0,2,1,0.5
443,2,304,24,3,0,2,0,0,0,0,2,4,3,0,2,1,0.5
444,2,304,25,3,0,2,3,1,3,0,2,5,1,0,2,1,0.5
445,2,304,22,5,0,1,1,2,2,0,2,3,3,0,3,1,0.5
446,2,304,45,5,0,2,0,0,0,0,3,4,2,0,2,2,0
447,2,304,37,3,0,2,0,1,0,2,2,5,2,0,3,9,0.5
448,2,304,20,12,0,1,2,0,1,0,2,3,4,0,3,3,0.25
449,2,301,19,12,1,1,0,0,0,0,2,1,4,0,3,2,0.5
450,2,301,64,3,0,2,2,3,2,3,3,5,3,0,4,1,0.25
451,2,301,31,3,0,2,0,0,0,0,0,7,3,0,3,4,0.25
452,2,301,54,14,0,1,0,2,0,0,3,2,4,0,4,3,0.5
453,2,301,33,12,0,2,2,0,2,0,2,3,3,0,2,2,0.75
454,2,301,41,8,0,1,1,0,1,0,2,3,1,0,1,2,0.25
455,2,301,71,5,0,1,0,0,0,0,0,7,3,0,3,2,0.5
456,2,301,31,12,0,2,0,0,0,0,0,7,3,0,3,3,0.5
457,2,301,29,14,1,2,0,0,0,0,0,7,4,0,4,2,0.5
458,2,301,31,14,0,1,0,0,0,0,0,7,4,0,3,3,0.5
459,2,304,40,8,0,1,1,2,2,1,1,5,4,0,4,2,0.25
460,2,304,38,14,1,1,0,1,1,0,0,7,3,0,4,4,0.5
461,2,304,52,3,1,2,1,2,1,0,1,3,2,0,3,1,0
462,2,304,64,3,0,1,1,0,0,0,2,4,1,0,3,1,0
463,2,304,80,0,0,2,2,1,1,0,3,5,2,0,2,2,0.5
464,2,304,40,8,0,2,1,1,2,0,3,4,2,0,2,2,0.5
465,2,304,59,14,1,1,1,1,1,1,1,7,4,4,3,4,0.5
466,2,304,35,3,0,1,2,2,0,2,2,5,1,0,2,1,0
467,2,304,24,8,0,2,1,0,0,0,2,4,3,0,4,2,0.5
468,2,304,30,14,0,1,1,2,2,1,1,3,2,0,3,3,0.5
469,2,304,25,3,0,2,1,1,1,0,1,7,2,0,2,1,0
470,2,304,60,3,0,2,2,0,0,0,3,5,2,0,3,3,0.5
471,2,304,33,12,0,1,1,3,2,2,2,5,1,0,1,2,0
472,2,304,34,5,0,1,0,2,0,0,1,5,2,0,3,1,0.5
473,2,304,62,5,0,2,1,0,1,0,2,3,2,0,2,2,0
474,1,304,27,3,0,2,1,0,0,0,1,7,3,0,2,3,0.75
475,1,304,25,12,0,1,0,0,0,0,1,7,4,0,4,2,0.75
476,1,304,24,3,0,2,2,0,2,0,2,5,2,0,2,1,0.25
477,1,304,40,12,0,1,1,1,2,0,1,3,3,0,3,2,0
478,1,304,31,8,0,1,1,0,1,0,2,3,4,0,4,3,0.25
479,1,301,42,12,0,1,0,0,0,0,0,7,4,5,3,2,0.75
480,1,301,23,14,1,2,0,0,0,0,0,7,4,0,3,2,0
481,1,301,42,12,1,2,0,0,0,0,0,7,4,0,4,1,0.5
482,1,301,29,12,0,1,0,0,0,0,2,5,4,0,4,4,0.5
483,1,301,41,5,0,1,1,0,0,0,1,7,1,0,2,2,0.5
484,1,301,51,12,1,1,0,0,0,0,0,7,3,0,3,2,0.75
485,1,301,24,16,1,2,0,0,0,0,0,7,5,0,5,2,0
486,2,301,66,12,1,1,0,3,3,0,4,5,4,0,3,9,0
487,2,301,22,12,0,2,0,0,0,0,0,7,4,0,4,3,0
488,2,301,34,12,1,1,0,0,0,0,0,7,4,0,4,3,0.5
489,2,301,34,3,0,1,0,0,0,0,0,7,4,0,3,4,0.5
490,2,301,25,16,1,2,0,0,0,0,0,7,4,0,4,4,0.5
491,2,301,18,8,0,1,0,0,0,0,0,7,5,0,3,4,0.5
492,1,301,61,3,0,2,3,4,4,1,3,5,1,0,2,2,0.5
493,1,301,26,15,1,1,1,0,1,1,2,2,4,2,3,4,0
494,1,301,38,5,1,1,0,0,0,0,0,7,3,0,4,4,0.5
495,1,301,28,12,1,1,0,0,0,0,0,7,4,0,3,2,0.5
496,1,301,27,16,1,2,0,0,0,0,0,7,4,0,4,3,0
497,1,301,51,8,1,1,1,0,0,0,2,5,4,0,3,4,0
498,1,301,24,14,1,2,0,0,0,0,0,7,5,0,4,4,0.75
499,1,301,34,12,1,1,3,3,3,3,3,5,1,0,3,1,0.5
500,1,301,78,16,1,2,0,0,0,0,0,7,4,0,4,3,0.5
501,1,301,34,12,0,2,0,0,0,0,0,7,5,0,3,3,0
502,1,301,35,16,1,1,0,0,0,0,0,7,2,5,5,4,0.5
503,1,301,50,5,0,2,0,0,1,0,1,7,4,0,4,4,0.5
504,1,301,33,12,1,1,0,0,0,0,0,7,3,0,3,4,0.75
505,1,301,30,14,0,2,0,0,0,0,3,5,3,0,4,3,0.75
506,1,301,32,14,1,2,0,0,0,0,0,7,4,0,4,2,0.5
507,1,301,36,12,1,1,1,0,1,0,2,3,4,0,2,2,0
508,1,301,42,8,1,2,0,0,0,0,2,5,4,0,4,2,0.5
509,1,301,35,14,1,1,0,2,1,2,3,3,4,2,3,2,0.75
510,1,301,29,14,0,2,0,0,0,0,2,2,3,0,3,3,0.5
511,1,301,43,14,1,1,0,0,0,0,2,2,4,0,3,4,0
512,1,301,29,8,0,2,0,0,0,0,0,7,4,0,4,5,0.5
513,1,301,27,5,0,1,0,0,0,0,0,7,2,0,2,3,0.5
514,2,301,30,16,1,2,0,0,0,0,0,7,4,0,4,2,0.75
515,2,301,20,12,0,1,0,0,0,2,1,3,4,0,4,1,0
516,2,301,25,8,0,2,2,3,0,4,4,3,5,0,2,5,0.5
517,2,301,26,14,1,2,0,0,0,0,0,7,5,0,5,4,0
518,2,301,36,14,1,1,0,0,0,0,1,7,4,0,4,4,0
519,2,301,19,14,1,1,0,0,0,0,0,7,4,0,4,4,0
520,2,301,30,12,0,2,0,0,0,0,0,7,3,0,3,2,0.5
521,2,301,24,14,0,1,0,0,0,0,0,7,4,0,3,1,0
522,2,301,22,12,0,2,0,0,0,0,0,7,4,0,3,3,0.25
523,2,301,37,12,0,1,0,0,0,0,1,7,3,0,2,2,0.75
524,2,301,21,14,1,2,0,0,0,0,0,7,4,0,3,4,0.5
525,2,301,26,3,0,1,0,0,0,0,0,7,3,0,4,4,0.5
526,2,301,29,3,0,2,0,0,0,0,3,5,2,0,3,4,0.25
527,1,301,20,14,1,1,1,3,0,0,2,3,3,0,3,4,0.75
528,1,301,37,14,0,2,0,0,0,0,0,7,4,0,4,4,0.5
529,1,301,37,5,0,1,0,0,0,0,2,2,3,0,1,4,0.75
530,1,301,32,16,1,2,3,0,0,0,2,3,4,0,3,3,0.5
531,1,301,37,1,0,1,2,2,2,1,2,4,2,0,3,2,0.75
532,1,301,53,14,1,2,0,0,0,0,0,7,4,0,4,4,0.5
533,1,301,47,12,1,2,0,0,0,0,0,7,4,0,4,2,0
534,1,301,44,14,1,1,0,0,0,0,1,7,2,0,4,4,0.5
535,1,301,28,8,0,2,0,0,0,0,0,7,2,1,3,2,0
536,1,301,62,0,0,2,0,0,0,0,2,3,4,0,4,5,0.5
537,1,301,56,5,1,1,0,0,0,0,0,7,4,0,4,4,0
538,1,301,28,12,0,1,0,0,0,0,0,7,5,0,4,4,0.5
539,1,301,24,3,0,2,0,0,0,0,0,7,4,0,3,3,0.25
540,1,301,35,5,1,1,0,0,0,0,0,7,3,0,3,4,0.5
541,1,301,36,12,1,2,0,0,0,0,0,7,2,0,4,3,0
542,2,301,26,8,0,2,0,0,0,0,0,7,4,0,4,2,0.75
543,2,301,43,12,0,1,2,0,1,0,0,1,1,0,2,2,0.75
544,2,301,34,8,1,1,0,0,0,0,0,7,3,0,3,3,0.5
545,2,301,27,12,0,2,0,0,0,0,0,7,4,0,4,4,0.5
546,2,301,24,14,1,1,0,0,0,0,0,7,5,0,3,4,0.5
547,2,301,21,5,0,2,0,0,0,0,0,7,4,0,4,4,0.5
548,2,301,54,12,0,1,0,0,0,0,0,7,3,0,4,4,0.75
549,1,301,34,8,1,1,0,0,0,0,0,7,4,0,4,3,0
550,1,301,27,16,1,2,0,0,0,1,2,2,3,0,3,4,0
551,1,301,40,18,1,2,0,0,0,0,2,4,5,4,2,4,0.5
552,1,301,79,3,1,1,0,0,0,0,1,7,5,0,4,4,0
553,1,301,27,16,1,2,0,0,0,0,0,7,5,0,4,4,0
554,1,301,32,12,1,1,0,0,0,0,0,7,4,0,4,4,0.25
555,1,301,33,12,1,1,0,0,0,0,0,7,4,0,4,3,0.5
556,1,301,33,8,1,2,0,0,0,0,0,7,3,0,4,4,0.25
557,1,301,55,14,1,2,0,0,0,0,1,7,4,0,3,2,0
558,1,301,38,12,1,1,0,0,0,0,2,2,4,0,4,4,0.5
559,1,301,26,5,0,2,1,3,2,0,3,5,3,0,2,3,0.5
560,1,301,50,5,1,1,0,0,0,0,0,7,4,0,3,4,0
561,1,301,30,12,0,2,0,0,0,0,0,7,3,0,9,2,0.25
562,1,301,32,12,1,2,3,4,2,2,4,6,1,0,2,2,0
563,1,301,32,14,0,1,0,0,2,0,2,3,1,0,2,3,0.5
564,1,301,30,12,0,1,1,1,1,0,2,3,4,0,2,2,0
565,1,301,23,8,0,2,0,0,0,2,3,5,2,0,2,2,0.5
566,1,301,47,8,1,1,2,3,1,3,3,5,2,0,2,2,0.5
567,1,301,34,12,0,1,0,0,0,0,1,7,3,0,2,3,0.5
568,1,301,50,5,0,2,0,0,0,0,0,7,4,4,4,4,0.5
569,1,301,22,5,1,1,0,0,0,0,0,7,4,0,3,2,0.25
570,2,301,36,8,0,2,0,0,0,0,0,7,4,0,3,4,0.25
571,2,301,21,12,1,1,1,0,0,1,2,2,4,0,4,4,0.5
572,2,301,48,3,0,1,0,0,0,0,2,1,4,0,4,3,0.25
573,2,301,24,3,1,2,0,0,0,0,2,2,5,0,4,3,0
574,2,301,39,12,0,1,0,0,0,0,0,7,4,0,4,3,0
575,2,301,26,8,0,2,0,0,0,0,0,7,4,0,3,2,0.75
576,2,301,21,8,1,2,0,0,0,0,2,6,1,0,3,4,0.75
577,2,301,24,12,0,1,2,0,2,0,3,5,5,0,3,4,0.5
578,1,301,27,16,1,1,0,0,1,0,1,7,3,0,3,3,0.5
579,1,301,41,16,1,2,0,0,0,0,0,7,4,1,4,2,0.5
580,1,301,31,14,1,2,0,0,0,0,0,7,4,0,4,4,0.25
581,1,301,18,12,0,1,0,0,0,0,2,5,4,0,4,2,0
582,1,301,51,16,1,2,0,0,0,0,0,7,5,5,4,4,0.25
583,1,301,33,16,1,1,0,0,0,0,0,7,4,0,4,4,0.5
584,1,301,19,12,0,1,3,0,0,0,2,4,2,0,3,4,0.25
585,2,301,48,12,0,1,0,0,0,0,2,5,3,0,3,1,0.75
586,2,301,49,8,0,2,3,2,3,3,4,6,1,0,1,4,0.5
587,2,301,31,12,0,2,0,0,0,0,0,7,3,0,2,4,0.75
588,2,301,58,5,1,1,0,0,0,0,1,7,1,0,2,2,0
589,2,301,42,8,0,2,3,0,0,0,3,5,2,0,2,3,0.75
590,2,301,35,5,0,2,3,3,0,0,3,5,3,0,2,4,0.5
591,2,301,27,8,1,2,0,0,0,0,0,7,4,0,9,2,0.25
592,2,301,63,3,0,1,1,3,3,0,3,3,1,0,4,4,0.5
593,2,301,82,5,0,1,0,0,0,0,0,7,2,0,5,4,0.5
594,2,301,26,8,1,2,2,3,1,2,2,4,4,4,2,3,0.75
595,2,301,39,12,1,2,0,0,0,0,0,7,4,0,2,2,0.25
596,2,301,30,12,0,1,0,0,0,0,0,7,4,0,3,3,0
597,2,301,51,5,0,1,3,3,3,3,0,4,2,0,3,3,0.75
598,2,301,29,8,1,2,0,3,0,0,0,6,4,0,4,2,0
599,1,301,21,8,0,2,0,0,0,0,0,7,4,0,3,4,0.5
600,1,301,35,12,0,1,0,0,1,1,3,5,3,0,4,3,0
601,1,301,65,5,1,1,0,0,0,0,0,7,4,0,4,4,0
602,1,301,22,5,0,2,0,0,0,0,0,7,3,0,4,5,0.75
603,1,301,45,12,1,1,0,0,0,0,0,7,4,0,4,4,0
604,1,301,24,5,0,2,0,0,0,0,0,7,4,0,4,1,0
605,1,301,24,16,0,1,0,3,3,0,3,4,3,0,4,4,0
606,1,301,20,8,0,2,0,0,0,0,0,7,4,0,4,3,0
607,2,301,32,14,1,2,2,0,0,1,3,3,4,0,3,2,0
608,2,301,50,12,1,1,0,0,1,0,3,1,4,0,3,2,0.5
609,2,301,31,14,0,2,0,0,0,0,0,7,4,0,5,5,0
610,2,301,26,16,1,1,0,0,0,0,0,7,4,0,4,3,0
611,2,301,33,8,0,2,0,0,0,0,1,7,4,0,4,2,0.5
612,2,301,52,12,0,1,0,0,0,0,0,7,4,0,5,5,0
613,2,301,25,16,1,1,1,0,0,1,2,1,5,0,4,4,0.5
614,2,301,36,8,0,2,2,0,0,0,3,3,3,0,2,4,0
615,1,301,32,12,0,1,0,0,0,0,0,7,4,0,4,3,0.5
616,1,301,30,12,0,2,2,2,3,1,3,2,4,0,3,4,0
617,1,301,42,14,1,1,0,2,0,0,2,5,4,0,4,3,0
618,1,301,31,14,1,2,0,0,0,0,2,4,3,0,5,4,0
619,1,301,45,5,0,2,0,0,0,0,0,7,4,0,4,2,0
620,1,301,32,8,1,1,0,2,0,2,3,3,1,0,3,2,0.5
621,1,301,26,14,1,2,0,3,0,2,0,5,2,0,5,1,0
622,1,301,42,14,1,1,0,0,0,0,0,7,4,0,3,4,0
623,2,301,42,12,0,2,0,0,0,0,0,7,4,0,2,2,0
624,2,301,60,5,0,1,0,0,0,0,0,7,3,0,3,3,0.5
625,2,301,30,5,0,1,0,3,0,0,0,4,4,0,4,1,0.75
626,2,301,32,5,0,2,0,0,0,0,1,7,4,0,4,4,0
627,2,301,23,5,0,2,0,0,0,0,0,7,3,0,4,4,0
628,2,301,35,5,0,1,0,0,2,0,1,4,2,0,1,2,0.5
629,2,301,35,12,0,2,0,0,0,0,0,7,3,0,5,3,0
630,2,301,61,5,0,1,0,0,0,0,0,7,3,0,4,4,0
631,2,301,25,3,0,2,1,4,2,1,0,2,2,0,2,1,0
632,2,301,32,5,1,1,0,4,1,0,2,3,4,2,3,4,0.5
633,2,301,28,5,0,2,0,0,0,0,3,4,4,0,4,3,0
634,2,301,26,5,0,1,0,0,0,0,2,2,3,0,4,4,0.5
635,2,301,29,12,0,2,0,1,1,0,0,7,4,0,4,4,0.5
636,2,301,26,5,1,1,0,1,0,0,2,-1,4,0,4,2,0.5
637,2,301,35,3,0,2,0,0,0,0,0,7,3,0,3,3,0
638,2,301,54,3,0,1,0,4,3,3,2,5,2,0,3,3,0.5
639,1,301,25,16,1,2,0,0,0,0,0,7,4,0,3,4,0.5
640,1,301,37,14,1,1,0,0,0,0,0,7,3,0,3,2,0.5
641,1,301,66,14,1,2,0,0,0,0,1,7,4,0,5,3,0.75
642,1,301,43,5,0,1,0,0,0,0,0,7,2,0,4,5,0
643,1,301,29,14,0,1,0,0,0,0,0,7,5,0,3,2,0
644,1,301,33,5,0,2,0,0,0,0,0,7,4,0,4,2,0.75
645,1,301,31,3,0,2,0,0,0,0,0,7,2,0,2,4,0
646,1,301,35,14,1,1,0,0,0,0,0,7,3,0,4,4,0
647,2,301,32,5,1,1,0,3,3,0,3,2,1,0,4,2,0.5
648,2,301,51,12,1,2,1,4,2,1,4,1,2,0,3,2,0
649,2,301,36,16,0,1,0,0,0,0,2,3,4,0,3,4,0.5
650,2,301,23,8,1,2,0,0,2,3,2,5,5,0,4,3,0.5
651,2,301,45,5,0,2,0,0,0,0,0,7,4,0,4,2,0
652,2,301,44,5,0,1,0,0,0,0,0,7,3,0,3,4,0
653,2,301,45,5,1,2,0,0,0,0,0,7,3,0,4,4,0
654,2,301,47,8,0,2,0,0,0,0,0,7,4,1,4,4,0.5
655,2,301,30,5,0,1,1,0,3,1,1,3,4,0,4,4,0
656,2,301,60,12,0,1,0,0,0,0,0,7,2,0,3,4,0
657,2,301,31,18,1,2,0,0,0,0,0,7,4,3,4,3,0
658,2,301,40,14,1,1,0,0,0,0,0,7,3,0,2,2,0
659,2,301,32,16,1,2,0,0,0,0,0,7,4,0,3,5,0
660,2,301,21,8,0,1,2,0,1,0,2,1,3,2,4,3,0.5
661,2,301,22,12,1,1,0,0,0,0,0,7,4,0,4,4,0
662,2,301,35,12,1,1,1,0,0,1,2,4,4,0,4,5,0
663,2,301,21,12,1,2,0,0,0,0,0,7,4,0,5,2,0.5
664,2,301,52,12,1,1,1,1,2,1,1,1,2,0,2,2,0
665,2,301,49,12,1,2,0,0,0,0,0,7,3,0,3,4,0
666,2,301,28,12,0,1,0,0,0,0,0,7,1,0,3,2,0
667,2,301,26,14,0,2,0,0,0,0,0,7,4,0,3,2,0.5
668,2,301,35,5,0,1,0,0,0,0,0,7,4,0,4,4,0.5
669,2,301,42,5,0,2,0,0,0,0,0,7,4,0,3,4,0
670,2,301,28,14,1,1,0,0,0,0,0,7,3,0,2,3,0
671,2,301,46,12,0,2,0,0,0,0,0,7,4,0,4,2,0.5
672,2,301,58,14,1,1,0,0,0,0,0,7,4,0,4,2,0.5
673,2,301,28,12,1,2,0,0,0,0,0,7,3,0,2,2,0.5
674,2,301,40,12,0,2,0,0,0,0,0,7,4,0,3,1,0.75
675,2,301,46,16,1,1,0,0,0,0,0,7,4,0,4,3,0.5
676,2,301,30,5,0,1,0,0,0,0,2,5,4,0,4,4,0.5
677,2,301,36,5,0,2,0,0,0,0,0,7,4,0,4,3,0.5
678,2,301,48,12,0,1,0,0,0,0,0,7,2,0,3,2,0
679,2,301,21,5,0,2,0,0,0,0,0,7,5,0,4,2,0
680,2,301,40,12,0,1,0,0,0,0,3,5,3,0,4,3,0.5
681,1,301,78,8,0,1,0,0,4,3,0,6,4,0,4,4,0.5
682,1,301,22,3,0,2,0,0,3,0,2,3,5,0,4,4,0.5
683,1,301,42,8,0,1,2,0,1,1,2,3,1,0,1,4,0.5
684,1,301,43,5,0,2,0,0,0,2,3,2,2,0,2,2,0
685,1,301,32,3,1,1,0,0,0,0,0,7,3,0,4,2,0.5
686,1,301,80,0,0,2,4,0,4,0,4,6,1,0,1,4,0
687,1,301,38,3,0,2,0,3,2,2,3,5,4,0,4,3,0.75
688,1,301,57,8,1,1,0,0,3,0,1,3,3,0,3,4,0.5
689,2,301,48,5,1,1,0,0,0,1,2,5,4,0,2,4,0
690,2,301,35,5,0,2,3,3,3,3,3,5,1,0,1,2,0
691,2,301,25,5,1,2,0,0,0,0,1,7,4,0,3,4,0.75
692,2,301,18,8,0,1,0,0,0,0,2,4,3,0,2,2,0.5
693,2,301,29,12,0,2,0,0,0,0,2,2,5,0,4,5,0
694,2,301,75,8,0,1,0,0,0,0,0,7,3,0,4,4,0
695,2,301,31,5,0,2,3,3,2,0,0,3,2,5,1,4,0
696,2,301,30,8,0,2,0,0,0,0,0,7,4,0,3,4,0.5
697,2,301,43,3,0,1,0,3,0,0,1,4,2,0,4,2,0
698,2,301,41,8,0,2,0,0,3,0,2,-1,4,0,2,2,0.5
699,2,301,28,14,1,1,0,0,0,2,2,3,4,0,3,2,0.5
700,2,301,27,12,1,2,0,0,0,0,0,7,3,0,3,4,0
701,2,301,70,12,0,1,0,0,0,0,4,6,3,0,3,2,0
702,2,301,50,5,0,2,0,0,0,0,0,7,3,0,2,2,0.5
703,2,301,29,12,1,1,0,0,2,0,0,1,3,0,3,3,0.25
704,2,301,55,3,0,1,0,0,2,0,0,2,3,0,3,3,0.5
705,2,301,21,12,1,2,0,0,0,0,1,7,4,0,4,4,0.25
706,2,301,30,14,1,1,1,0,2,1,1,3,4,0,3,3,0.5
707,2,301,48,5,0,2,3,0,0,0,0,5,3,0,3,2,0.5
708,2,301,75,0,0,1,0,0,0,0,0,7,1,0,4,4,0
709,2,301,32,5,0,2,0,0,0,0,2,3,3,0,3,2,0
710,2,301,36,8,0,1,0,0,0,0,0,7,3,0,4,2,0.5
711,2,301,34,12,0,2,0,0,0,0,0,7,4,0,4,3,0
712,2,301,38,14,1,1,0,0,0,0,1,7,4,0,4,2,0.5
713,2,301,27,14,0,1,0,0,0,0,0,7,3,2,4,3,0.5
714,2,301,50,12,0,1,0,0,0,0,0,7,3,0,4,3,0.75
715,2,301,35,5,0,2,0,0,2,0,0,2,4,0,3,4,0.5
716,2,301,22,3,0,1,1,0,1,2,3,3,5,0,3,2,0.75
717,2,301,39,14,1,2,0,0,0,0,0,7,2,0,4,2,0.75
718,2,301,25,16,1,1,0,2,0,2,2,2,4,0,4,5,0.5
719,2,301,29,14,1,2,0,3,2,0,1,5,3,0,4,4,0.5
720,2,301,65,5,0,1,0,0,0,0,0,7,4,0,4,4,0
721,2,301,27,14,1,2,0,0,0,0,1,7,4,4,3,4,0
722,2,301,27,14,1,2,2,0,0,0,0,-1,2,0,2,3,0
723,2,301,35,12,1,1,0,4,0,0,0,6,4,0,4,3,0
724,2,301,23,12,0,1,0,0,0,0,0,7,2,0,4,4,0
725,2,301,27,8,1,2,0,1,0,2,3,6,1,0,2,2,0
726,2,301,62,12,0,1,0,0,3,0,2,6,4,0,5,4,0.5
727,2,301,32,5,0,2,0,0,0,0,1,7,3,0,4,4,0
728,2,301,42,12,1,2,0,0,0,0,0,7,3,0,3,2,0
729,2,301,28,12,0,1,0,0,0,0,0,7,4,0,4,4,0
730,2,301,27,12,1,2,0,0,0,0,0,7,4,0,4,3,0.5
731,2,301,23,12,1,1,0,0,0,0,0,7,3,0,3,4,0
732,2,301,26,12,0,1,0,0,0,0,0,7,2,0,2,2,0
733,2,301,44,12,0,2,0,0,0,0,1,7,4,0,5,5,0
