"","RESPNO","URBRUR","PROVINCE","DISTRICT","HHOLDSE1","HHOLDSE2","HHOLDSE3","HHOLDSE4","HHOLDSE5","HHOLDSE6","HHOLDSE7","PREVINT","CURRINT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q3","Q4A","Q4B","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9A","Q9B","Q9C","Q10","Q11","Q12","Q13","Q14A","Q14B","Q14C","Q15A","Q15B","Q15C","Q16","Q17","Q18A","Q18B","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28A","Q28B","Q28C","Q28D","Q29","Q30","Q31A","Q31B","Q31C","Q32A","Q32A_KEN","Q32B","Q32C","Q32D","Q32E","Q32F","Q32G","Q33","Q34","Q35A","Q35PT1","Q35B","Q35PT2","Q35C","Q35PT3","Q36A","Q36B","Q36C","Q37","Q38","Q39","Q40","Q41","Q42","Q43A1","Q43A2","Q43B1","Q43B2","Q43C1","Q43C2","Q44A1","Q44A2","Q44B1","Q44B2","Q44C1","Q44C2","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q53A","Q53B","Q53C","Q53D","Q54A","Q54B","Q54C","Q54D","Q54E","Q54F","Q54G","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55M","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q56J","Q57A","Q57B","Q57C","Q57D","Q57E","Q57F","Q58A","Q58B","Q58C","Q59","Q60","Q61","Q62A","Q62B","Q63PT1","Q63PT2","Q63PT3","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q66","Q67A","Q67B","Q67C","Q67D","Q68A","Q68B","Q68C","Q69A_verb","Q69A_code","Q69B_verb","Q69B_code","Q70A","Q70B","Q70C","Q70D","Q71A","Q71B","Q71C","Q71D","Q71E","Q72A","Q72B","Q72C","Q73A","Q73B","Q73C","Q73D","Q73E","Q73F","Q73G","Q74A","Q74B","Q74C","Q74D","Q74E","Q74F","Q74G","Q75A","Q75B","Q75C","Q75D","Q75E","Q76A","Q76B","Q77A","Q77B","Q78A","Q78B","Q78C","Q78D","Q79","Q80A","Q80B","Q81","Q82","Q83","Q84A","Q84B","Q84C","Q84D","Q85","Q86","Q87","Q88A_KEN","Q88B_KEN","Q88C_KEN","Q88D_KEN","Q89A_KEN","Q89B_KEN","Q90","Q91","Q92","Q93A","Q93B","Q93C","Q93D","Q93E","Q93F","Q94","Q95","Q96A","Q96B","Q97","Q98","Q99","Q99A_KEN","Q99B_KEN","Q100","Q101","ENDTIME","LENGTH","Q102","Q103","Q104","Q105A","Q105B","Q105C","Q105D","Q105E","Q106","Q108A","Q108B","Q108C","Q108D","Q108E","Q108F","Q110","Q111","Q112","Q113","Q114","Q115","Q116A","Q116B","Q116C","Q116D","Q116E","Q116F","Q116G","Q116H","Q116I","Q116J","Q116K","Q117A","Q117B","Q118","withinwt"
"1169","KEN0109",1,213,"NAIROBI",997,997,997,997,997,997,997,2,1,1,2005-09-17,43200,38,1,202,2,2,2,2,2,9,9,1,1,1,1,2,1,2,0,1,2,2,3,3,2,2,2,4,3,2,2,1,2,4,2,1,1,1,1,1,3,4,4,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7,1,"RIGHT TO VOTE",3,"RIGHT TO OWN PROPERTY",1,"NFR",996,1,1,1,3,1,4,1,4,1,"GUMO",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"HIGH COURT",3,2,3,3,3,1,1,1,3,4,2,3,1,2,2,2,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,-1,1,3,3,3,1,2,1,0,0,3,15,23,0,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,2,1,"YES",2,"NO",2,1,4,1,4,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,3,3,1,1,3,2,1,0,202,3,3,1,3,0,1,1,1,1,1,202,2,1,1,3,1,1,2,4,4,5,1,1,1,1,0,0,5,9,0,0,1,4,202,2,2,21,1,47100,65,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN21",38,1,1,205,9,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1170","KEN0455",2,215,"GUCHA",997,997,997,997,997,997,997,2,1,1,2005-09-12,57300,42,1,205,4,4,3,3,3,4,4,0,0,0,0,2,0,2,0,0,3,2,4,3,3,3,3,4,4,3,3,2,4,4,1,1,1,1,1,1,4,4,4,1,0,2,0,1,1,2,2,1,0,2,0,0,0,0,0,0,1,1,"FREEDOM OF SPEECH",1,"FREEDOM OF MOVEMENT",1,"FREEDOM ASSOCIATION",1,1,1,1,3,1,4,2,4,1,"JOEL ONYANCHA",3,"MOMANYI OBARE",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"HIGH COURT",3,2,3,3,3,1,1,1,4,4,2,2,1,1,1,1,5,5,5,5,5,5,5,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,0,3,3,3,1,2,1,0,0,3,23,20,1,2,1,1,1,1,2,3,2,2,1,3,1,1,1,1,1,2,2,2,"YES",2,"NO",2,1,4,1,4,7,7,7,7,7,1,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,0,0,3,3,1,1,205,3,3,1,4,0,1,1,1,1,1,202,2,1,1,3,2,1,2,6,2,5,1,1,1,0,0,0,4,18,1,1,1,5,202,2,2,21,1,61500,70,1,205,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN21",38,1,1,205,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.169642018
"1171","KEN0456",2,215,"GUCHA",997,997,997,997,997,997,997,1,2,1,2005-09-12,51300,999,0,205,4,4,3,3,3,4,4,1,0,0,0,2,0,0,0,0,1,2,2,2,3,2,2,0,0,0,1,0,1,1,1,1,1,2,3,2,9,5,2,0,0,0,0,6,7,1,1,1,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFA",996,"NFA",996,3,3,3,1,9,2,1,9,1,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,9,8,9,9,1,2,2,3,3,3,3,9,9,9,9,5,5,5,5,5,5,5,2,2,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,9,9,1,1,999,996,996,7,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,3,3,3,"YES",2,"YES",1,9,9,9,9,7,7,7,7,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,205,3,3,9,9,0,2,2,2,1,0,997,7,9,9,9,9,9,7,0,4,3,0,0,0,0,0,0,1,2,0,0,0,997,997,9,7,999,2,56700,90,1,205,3,0,0,0,0,0,3,2,3,2,3,3,3,"KEN21",38,1,1,205,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.169642018
"1172","KEN0421",2,215,"KISII CENTRAL",997,997,997,997,997,997,997,1,2,1,2005-09-11,38400,27,0,205,4,4,3,3,3,3,3,0,0,1,0,2,7,3,0,0,1,1,4,4,2,2,1,4,0,2,2,0,1,3,1,2,1,1,2,1,4,4,4,2,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,7,1,"FREEDOM OF SPEECH",1,"NFR",996,"NFR",996,1,1,1,3,1,4,1,4,1,"SIMION NYACHAE",3,"NYANGAU",3,"MOODY AWORI",3,"NARC",3,"DK",9,"HIGH COURT",3,2,3,3,3,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,3,3,3,1,2,1,3,3,3,22,23,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,"YES",2,"NO",2,1,3,1,4,2,7,2,3,2,7,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,2,2,2,3,3,1,1,3,3,1,1,205,3,3,0,3,0,3,2,2,2,0,997,7,2,9,9,2,1,2,5,14,5,1,1,0,0,0,0,1,0,0,0,1,4,202,9,7,21,2,42300,65,1,205,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN21",38,1,1,205,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.169642018
"1173","KEN0441",2,215,"GUCHA",997,997,997,997,997,997,997,1,2,1,2005-09-12,38220,35,1,205,4,2,1,4,2,2,2,0,0,0,0,3,7,1,0,0,1,1,3,3,3,3,3,4,0,4,3,2,1,3,2,1,3,1,2,1,3,4,4,2,0,0,1,1,1,1,4,4,0,2,2,1,0,0,0,0,2,1,"PEOPLE BEING GOVERNED ACCORDING TO THEIR WISH",2,"FREEDOM OF EXPRESSION/ASSEMBLY/SPEECH",1,"HUMBLE DEMONSTRATION",21,1,1,1,3,1,4,5,4,4,"JOEL ONYANCHA",3,"DK",9,"MOODY AWORI",3,"NARC",3,"TWICE",3,"ATTORNEY GENERAL",2,2,3,3,3,1,1,1,2,2,4,4,0,1,1,3,5,5,5,5,4,4,4,3,0,2,2,1,0,3,1,2,2,3,3,1,2,1,1,1,3,1,1,0,0,7,7,7,7,7,1,3,3,3,1,3,2,1,3,3,23,7,1,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,3,"YES",2,"NO",2,2,4,2,4,1,1,1,9,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,2,0,1,1,1,3,3,0,0,205,4,2,9,3,0,2,1,1,0,1,205,3,1,2,2,2,1,2,5,2,5,1,1,0,0,0,0,1,2,1,1,0,997,205,1,7,17,2,42900,78,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.169642018
"1174","KEN0393",2,215,"KISII CENTRAL",997,997,997,997,997,997,997,1,2,1,2005-09-09,43800,23,0,205,4,4,4,3,3,4,4,1,0,3,2,1,7,0,0,1,4,2,4,3,4,1,1,1,0,0,3,2,1,1,4,1,1,2,3,1,3,3,3,2,0,0,0,6,7,1,1,0,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFR",996,"NFR",996,4,1,1,9,1,2,2,4,1,"DK",9,"DK",9,"DK",9,"NARC",3,"FIVE TIMES",2,"PRESIDENT",2,1,9,9,9,1,1,1,9,2,2,4,0,1,1,2,5,5,5,5,4,2,3,2,2,9,2,2,1,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,1,3,3,3,1,2,9,0,0,8,14,996,2,3,2,1,3,3,3,4,9,9,9,3,2,2,9,9,9,3,3,3,"YES",2,"NO",2,2,4,2,4,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,6,0,1,2,2,3,3,1,1,205,2,3,1,5,0,2,2,2,2,1,201,1,3,1,1,3,1,9,4,2,1,0,0,0,0,0,0,0,6,0,0,1,2,998,1,7,1,2,48600,80,1,205,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.169642018
"1175","KEN0396",2,215,"KISII CENTRAL",3,997,997,997,997,997,997,2,1,1,2005-09-09,37800,39,1,205,4,4,3,3,3,4,4,1,1,1,1,3,0,1,0,0,2,2,3,3,3,3,3,4,0,0,2,1,2,4,3,1,1,2,2,2,5,3,3,1,0,0,0,1,1,4,3,0,0,2,1,0,0,0,0,0,2,1,"BEING ABLE TO ELECT WHOEVER WE WANT",3,"BEING ABLE TO FORCE THE GOVERNMENT TO DELIVER SERVICES",8,"NFA",996,1,1,1,3,1,4,5,4,1,"JIMMY ANGWENYI",3,"DK",9,"MOODY AWORI",3,"NARC",3,"TWICE",3,"COURTS",3,2,3,3,3,1,2,2,4,4,4,4,1,1,1,1,4,4,4,4,4,3,4,3,2,3,2,3,1,3,1,2,3,3,9,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,3,3,3,1,2,1,1,1,3,4,21,1,3,2,2,2,2,3,4,9,2,2,3,5,3,9,9,9,3,3,3,"YES",2,"NO",2,3,4,3,4,3,7,2,3,3,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,4,3,0,1,1,1,3,3,1,1,205,3,3,0,3,0,1,1,2,1,1,201,2,2,3,1,4,1,2,5,2,5,1,1,0,1,0,0,5,11,0,0,1,3,201,1,7,1,1,42300,75,1,205,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.169642018
"1176","KEN0129",1,213,"NAIROBI",997,997,997,997,997,997,997,2,1,1,2005-09-18,51360,23,0,200,3,3,4,3,3,3,3,0,0,0,0,0,7,4,0,0,4,4,3,2,3,2,2,4,4,3,2,1,1,3,2,1,1,9,1,1,4,4,4,1,0,0,0,6,7,1,1,1,0,0,0,0,0,0,0,0,7,1,"HAVING A TRANSPARENT GOVERNMENT",8,"NFR",996,"NFR",996,1,1,1,3,1,3,3,4,4,"RAILA ODINGA",3,"DK",9,"UNCLE MOODY",3,"NARC",3,"2",3,"AG",2,2,2,2,3,1,1,1,3,3,4,4,1,1,1,1,5,5,4,5,4,3,3,2,1,2,2,3,0,3,0,2,1,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,0,3,3,3,1,3,1,1,0,1,3,23,2,3,2,2,2,2,3,3,3,2,3,3,5,3,2,3,2,3,3,2,"YES",2,"NO",2,3,4,3,4,7,7,7,7,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,0,1,1,1,3,3,0,0,200,2,2,1,3,0,3,2,2,2,1,201,3,2,2,2,3,1,2,7,4,5,1,1,0,0,0,0,0,0,0,0,1,3,201,1,7,1,1,55620,71,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0.6566475
"1177","KEN0123",1,213,"NAIROBI",3,1,997,997,997,997,997,1,2,1,2005-09-17,56340,32,1,204,3,3,2,3,3,3,3,3,1,1,3,2,7,2,1,0,1,1,9,4,3,3,3,4,4,0,1,1,3,3,3,1,1,2,1,1,2,2,3,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,"FREEDOM OF EXPRESSION",1,"NFR",996,"NFR",996,1,1,1,3,1,3,9,4,1,"BETH MUGO",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"DK",9,2,2,3,4,1,1,1,9,4,4,4,1,1,1,2,4,4,4,4,4,4,4,3,2,2,1,2,1,3,0,1,2,3,9,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,1,3,3,3,1,2,2,1,1,4,7,13,1,3,3,3,2,2,3,3,3,2,2,3,9,9,1,3,1,3,3,2,"YES",2,"NO",2,3,4,3,4,2,2,1,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,6,5,4,6,0,1,1,1,3,3,1,1,204,4,4,1,3,0,3,2,2,2,1,201,3,2,3,1,2,1,2,6,3,-1,1,1,1,0,0,0,4,21,0,0,1,5,201,1,7,19,2,60300,66,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0.6566475
"1178","KEN0452",2,215,"GUCHA",997,997,997,997,997,997,997,2,1,1,2005-09-12,52200,38,1,205,4,3,2,3,3,4,3,0,0,1,0,0,1,3,1,0,3,3,3,3,3,3,3,4,4,4,3,2,4,4,3,1,1,5,1,1,4,3,4,1,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,1,1,1,"GOVERNMENT MANAGED BY PEOPLE",2,"FREEEDOM OF ASSOCIATION/SPEECH",1,"NFR",996,1,1,1,3,1,4,5,4,1,"JOEL ONYANCHA",3,"DK",9,"MOODY AWORI",3,"NARC",3,"TWICE",3,"COURTS",3,2,3,3,3,1,1,1,2,4,4,4,1,1,9,1,5,5,4,5,4,3,4,3,1,2,2,2,1,3,0,1,2,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,0,3,3,3,1,2,1,1,1,4,11,1,2,3,3,2,3,3,3,3,9,2,2,3,5,2,2,2,2,4,2,2,"YES",2,"NO",2,3,4,3,4,2,2,1,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,2,4,2,0,1,1,1,3,3,1,1,205,3,4,1,3,0,3,2,2,1,1,202,2,1,2,2,3,1,2,9,2,4,1,1,1,0,0,1,5,20,0,0,1,6,202,1,7,19,1,56160,66,1,205,1,0,0,0,0,0,0,1,1,1,1,2,1,"KEN22",31,2,2,205,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.169642018
"1179","KEN0413",2,215,"KISII CENTRAL",997,997,997,997,997,997,997,2,1,1,2005-09-11,53400,29,0,205,4,4,4,4,4,3,3,0,0,1,0,4,4,0,1,0,3,2,3,4,3,3,2,3,4,4,3,2,4,5,3,1,3,2,2,1,2,4,4,2,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,"FREEDOM OF JOINING POLITICAL PARTIES",1,"FREEDOM OF CHOOSING LEADERS",3,"FREEDOM OF CHOOSING WHOSE TO VOTE WITHOUT PRESSURE",3,1,1,1,3,1,4,5,4,4,"SIMON NYACHAE",3,"DK",9,"MOODY AWORI",3,"NARC",3,"TWICE",3,"HIGH COURT",3,2,3,3,4,1,1,2,9,3,2,4,0,3,1,3,5,4,3,3,3,3,4,1,0,3,0,0,3,3,0,1,2,2,3,1,3,3,2,2,3,2,2,3,1,7,7,7,7,3,0,3,3,3,1,2,1,0,1,4,11,17,0,3,2,2,1,3,3,3,1,1,2,2,2,1,1,3,1,3,1,1,"YES",2,"NO",2,2,4,2,4,1,1,1,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,7,4,2,0,1,1,1,3,3,0,1,205,2,4,3,3,0,3,2,1,0,1,202,2,1,1,3,1,1,1,8,2,5,1,1,1,0,0,0,5,20,0,2,0,997,202,2,2,1,1,55020,27,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.169642018
"1180","KEN0096",1,213,"NAIROBI",997,997,997,997,997,997,997,2,1,1,2005-09-18,37440,41,1,200,2,2,2,2,2,2,2,0,0,1,1,0,1,2,1,0,3,3,5,3,2,2,2,4,4,4,3,2,4,2,3,1,1,5,1,1,5,5,4,2,0,2,0,1,1,3,3,3,0,0,1,0,0,0,0,0,1,1,"HAVING A MULTIPARTY GOVERNMENT",3,"GOVERNMENT TREATING ALL PEOPLE EQUALLY",6,"NFR",996,1,1,1,3,1,4,5,4,4,"BETH MUGO",2,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"COURTS",3,2,2,2,3,1,1,1,2,4,4,4,0,1,2,2,3,3,3,3,3,2,2,0,1,2,1,0,3,3,0,1,2,3,3,2,3,3,2,3,3,3,2,1,1,7,7,7,7,1,0,3,3,3,1,3,2,1,1,23,3,24,2,2,2,2,2,2,3,3,3,2,1,3,2,2,1,4,1,1,2,2,"YES",2,"NO",2,2,4,2,4,2,2,1,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,4,6,0,1,2,2,3,3,1,1,200,2,2,2,1,0,3,2,2,0,1,206,3,1,2,3,1,1,2,8,2,5,1,1,1,0,0,1,4,18,0,0,1,4,206,2,2,1,1,41340,65,1,200,1,0,0,0,0,0,2,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.6566475
"1181","KEN0438",2,215,"NYAMIRA",997,997,997,997,997,997,997,2,1,1,2005-09-07,57000,28,1,205,4,4,4,4,3,4,4,1,1,0,3,3,0,3,0,0,1,1,4,3,3,3,3,4,3,0,2,1,1,3,3,1,1,1,2,2,5,5,4,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,7,1,"TO BE ALLOWED TO HOLD THE GOVERNMENT ACCOUNTABLE",8,"FREEDOM OF SPEECH",1,"NFA",996,1,1,1,3,1,4,5,4,1,"MASANYA",3,"TERESIA",2,"MOODY AWORI",3,"NARC",3,"TWICE",3,"COURTS",3,2,3,3,3,1,1,1,2,5,5,5,1,1,1,2,4,4,4,4,4,3,4,3,2,2,2,3,1,3,1,2,2,3,3,1,1,1,1,1,2,2,1,1,0,7,7,7,7,7,1,3,3,3,1,3,1,1,1,3,4,21,1,3,3,3,3,3,3,3,9,9,9,4,4,3,9,9,9,4,3,3,"YES",2,"NO",2,4,4,4,4,1,9,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,6,4,6,0,1,2,2,3,3,1,1,205,3,3,0,3,1,3,2,2,2,1,205,3,2,3,1,3,1,2,5,2,4,1,1,0,1,0,0,1,1,1,1,1,5,201,2,2,1,1,60660,61,1,205,2,0,0,0,0,0,1,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.169642018
"1182","KEN0134",1,213,"NAIROBI",1,997,997,997,997,997,997,1,2,1,2005-09-18,57060,33,0,201,4,4,4,3,3,3,3,0,0,0,0,0,0,4,0,0,3,3,3,5,4,3,4,4,4,3,2,1,3,3,2,1,1,3,1,1,3,2,3,2,2,0,0,1,1,4,2,0,0,0,0,0,0,1,0,0,1,1,"HAVING A GOVERNMENT THAT MINDS THE WELFARE OF ITS PEOPLE",5,"NFR",996,"NFR",996,1,1,1,3,1,3,5,5,1,"RAILA",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"COURTS",3,2,2,2,4,1,1,1,4,4,4,4,1,1,1,1,5,5,5,5,4,3,3,3,2,3,1,2,0,3,0,2,2,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,0,3,3,3,1,2,2,1,1,23,21,3,2,3,2,2,3,2,3,3,3,3,2,3,5,2,2,2,2,3,3,2,"YES",2,"NO",2,3,4,3,4,2,2,1,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,0,1,1,1,3,3,1,1,201,4,4,1,3,0,2,2,2,2,0,997,7,1,1,3,2,1,1,8,14,5,1,1,1,0,0,1,2,16,0,0,1,6,998,2,2,1,2,61500,74,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1183","KEN0430",2,215,"NYAMIRA",6,997,997,997,997,997,997,1,2,1,2005-09-07,45600,39,0,205,3,2,2,3,3,3,3,0,1,3,3,4,3,1,0,0,1,1,3,4,3,3,3,4,0,0,1,1,1,3,3,1,1,2,1,1,9,4,4,1,0,0,0,6,7,1,1,0,0,0,0,0,0,0,0,0,7,1,"FREEDOM OF EXPRESSION",1,"GOOD LEADERSHIP",8,"NFA",996,1,1,1,3,1,4,5,4,3,"MASANYA",3,"TERESIA NYABOKE",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"COURTS",3,2,2,3,3,1,2,1,2,4,4,4,0,1,1,2,5,5,4,4,4,3,4,2,2,2,2,2,1,3,1,1,3,3,9,1,1,1,1,1,2,2,2,1,0,1,0,1,0,0,0,3,3,3,1,2,2,1,1,4,3,996,0,3,2,2,2,2,3,3,2,2,1,3,1,1,1,1,1,3,3,2,"YES",2,"NO",2,1,4,1,4,2,9,1,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,4,6,0,1,2,1,3,2,1,1,205,3,3,0,3,0,0,1,2,2,0,997,7,2,3,1,2,1,2,4,2,5,1,0,0,0,0,0,0,1,0,1,1,7,201,2,2,1,2,50400,80,1,205,3,0,0,0,0,0,1,1,1,1,2,1,1,"KEN22",31,2,2,205,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.169642018
"1184","KEN0111",1,213,"NAIROBI",997,997,997,997,997,997,997,1,1,-1,2005-09-17,40980,57,1,205,4,4,4,3,3,3,3,0,0,0,0,0,0,4,0,0,4,4,3,2,4,3,3,4,4,4,3,2,4,4,2,1,1,5,1,1,3,2,3,2,0,2,0,1,1,4,4,0,0,0,1,1,0,0,0,0,2,1,"PERSONAL FREEDOMS",1,"NFR",996,"NFR",996,1,1,1,3,1,4,5,4,1,"FRED GUMO",3,"CANNOT REMEMBE",1,"MOODY AWORI",3,"NARC",3,"2",3,"COURT",3,2,3,3,4,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,3,2,3,1,3,0,3,0,2,2,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,0,3,3,3,1,2,2,1,1,1,3,4,2,3,3,2,3,3,3,3,2,2,2,3,1,1,1,9,9,3,3,2,"YES",2,"NO",2,3,4,3,4,3,2,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,3,1,2,2,3,3,1,1,990,7,7,7,7,0,3,2,2,2,8,997,7,2,2,1,3,1,9,8,14,5,1,1,1,0,0,1,4,17,0,0,1,9,201,2,2,19,1,44820,64,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.6566475
"1185","KEN0420",2,215,"KISII CENTRAL",2,997,997,997,997,997,997,1,2,1,2005-09-11,42900,21,0,205,1,1,1,3,3,9,9,2,0,2,1,4,7,1,0,0,2,1,3,4,3,3,3,3,0,0,0,0,3,3,3,1,1,5,1,1,5,5,3,2,0,0,0,5,7,1,1,1,0,0,0,0,0,0,0,0,7,1,"BEING ABLE TO GET A JOB YOU ARE QUALIFIED FOR",5,"NFR",996,"NFR",996,1,1,1,3,1,4,5,4,4,"SIMION NYACHAE",3,"DK",9,"UNCLE MOODY",3,"NARC",3,"TWICE",3,"COURT",3,9,2,2,3,1,1,1,2,4,4,4,1,1,2,2,4,4,4,4,4,3,4,2,1,1,1,1,1,1,0,1,1,3,9,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,0,3,3,3,1,3,2,0,0,3,4,996,0,3,1,2,2,1,3,3,2,2,9,4,5,9,9,9,9,3,4,2,"YES",2,"NO",2,3,4,3,4,2,9,9,9,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,2,4,2,0,1,3,3,3,3,2,2,205,5,4,1,3,0,3,2,2,1,0,997,7,1,2,1,2,1,2,5,4,6,1,0,0,0,0,0,1,0,0,0,1,3,997,7,7,1,2,47880,93,1,205,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN22",31,2,2,205,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.169642018
